"EpocaAño","Cumplimiento estrategia Mtto","CumplimientoProgramaMtto","ReadyBAcklog","HH Actv Gnerales","HH En la Maquina","Otras HH","TipoMantenimiento","Disciplina","Fe.CreadaOrden","fe.Ejecutada","dias_para_diferencia"
"Verano",0.9976,0.9857,5.23,1.5,18,2.5,"Correctivo","Electricidad",2022-11-02,2022-11-21,19
"Verano",0.9976,0.9857,5.23,0.3,3,0.8,"Correctivo","Mecanica CBM",2022-10-08,2022-11-21,44
"Verano",0.9976,0.9857,5.23,0,8,1.3,"Correctivo","Electricidad",2022-11-10,2022-11-21,11
"Verano",0.9976,0.9857,5.23,0.8,10,1,"Correctivo","Mecanica CBM",2022-10-08,2022-11-21,44
"Verano",0.9976,0.9857,5.23,1.3,4,1.9,"Preventivo","Electricidad",2022-05-02,2022-11-21,203
"Verano",0.9976,0.9857,5.23,0.3,2,1,"Preventivo","Linea de Mtto",2022-05-02,2022-11-21,203
"Verano",0.9976,0.9857,5.23,0.3,1,2.7,"Preventivo","Linea de Mtto",2022-05-02,2022-11-21,203
"Verano",0.9976,0.9857,5.23,0.3,2,0,"Preventivo","Linea de Mtto",2022-05-02,2022-11-21,203
"Verano",0.9976,0.9857,5.23,1.1,4,3.1,"Correctivo","Pozoz",2022-09-27,2022-11-21,55
"Verano",0.9976,0.9857,5.23,0,6,1.1,"Preventivo","Pozoz",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,1.5,18,2.5,"Preventivo","Mecanica",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,1,18,3,"Preventivo","Mecanica",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0,1,0,"Preventivo","Mecanica CBM",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.9,3,0.7,"Preventivo","Mecanica",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0,1,0,"Preventivo","Mecanica CBM",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.4,22,2.6,"Preventivo","Mecanica CBM",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.1,6,1,"Preventivo","Mecanica CBM",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.1,4,1,"Preventivo","Mecanica CBM",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.1,2,0,"Preventivo","Mecanica CBM",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0,1,0,"Preventivo","Mecanica CBM",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.8,9,1.5,"Preventivo","Mecanica",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.5,14,1.5,"Preventivo","Mecanica",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.3,10,0,"Preventivo","Mecanica CBM",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.2,8,1,"Preventivo","Mecanica CBM",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.1,6,1,"Preventivo","Mecanica CBM",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0,1,0,"Preventivo","Mecanica CBM",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.1,1,0,"Preventivo","Mecanica CBM",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.4,9,1.5,"Preventivo","Mecanica VAL",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.4,9,1.5,"Preventivo","Mecanica VAL",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.4,9,3.7,"Preventivo","Mecanica",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.8,9,1.5,"Preventivo","Mecanica",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.8,9,1.5,"Preventivo","Mecanica",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0,1,0,"Preventivo","Mecanica CBM",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.5,7,1.2,"Preventivo","Mecanica",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.5,4,1.3,"Preventivo","Mecanica",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0,2,0,"Preventivo","Mecanica",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0,2,0,"Preventivo","Mecanica",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0,2,0,"Preventivo","Mecanica",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0,7,0.9,"Preventivo","Mecanica",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0,1,0,"Preventivo","Mecanica CBM",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.2,8,1,"Preventivo","Mecanica CBM",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.1,1,0,"Preventivo","Mecanica CBM",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.1,8,1,"Preventivo","Mecanica CBM",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.1,6,1,"Preventivo","Mecanica CBM",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0,1,0,"Preventivo","Mecanica CBM",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.5,9,3.5,"Preventivo","Mecanica VAL",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.1,1,0,"Preventivo","Mecanica CBM",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.5,2,0.5,"Preventivo","Mecanica",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.3,2,0.5,"Preventivo","Mecanica",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,1,2,1.8,"Preventivo","Mecanica",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0,1,0,"Preventivo","Mecanica",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.3,2,0.4,"Preventivo","Mecanica",2022-05-02,2022-11-22,204
"Verano",0.9976,0.9857,5.23,0.5,4,1.2,"Correctivo","Mecanica",2022-11-08,2022-11-23,15
"Verano",0.9976,0.9857,5.23,0.8,9,1.5,"Correctivo","Mecanica",2022-10-27,2022-11-23,27
"Verano",0.9976,0.9857,5.23,0.8,9,1.5,"Correctivo","Mecanica",2022-10-27,2022-11-23,27
"Verano",0.9976,0.9857,5.23,1.6,14,2.1,"Correctivo","Mecanica",2022-11-01,2022-11-23,22
"Verano",0.9976,0.9857,5.23,1.3,14,2.1,"Correctivo","Mecanica",2022-10-18,2022-11-23,36
"Verano",0.9976,0.9857,5.23,0.4,2,0,"Preventivo","Electricidad",2022-05-02,2022-11-23,205
"Verano",0.9976,0.9857,5.23,1.5,9,2.5,"Correctivo","Mecanica",2022-10-27,2022-11-23,27
"Verano",0.9976,0.9857,5.23,1,18,1,"Correctivo","Mecanica",2022-11-02,2022-11-23,21
"Verano",0.9976,0.9857,5.23,0.4,2,0,"Preventivo","Electricidad",2022-05-02,2022-11-23,205
"Verano",0.9976,0.9857,5.23,0.3,2,1.7,"Preventivo","Linea de Mtto",2022-03-28,2022-11-23,240
"Verano",0.9976,0.9857,5.23,0.7,2,0,"Preventivo","Electricidad",2022-05-02,2022-11-23,205
"Verano",0.9976,0.9857,5.23,0.7,14,3.5,"Correctivo","Mecanica VAL",2022-11-04,2022-11-23,19
"Verano",0.9976,0.9857,5.23,0.7,14,3.5,"Correctivo","Mecanica VAL",2022-11-01,2022-11-23,22
"Verano",0.9976,0.9857,5.23,0.5,7,1,"Preventivo","Electricidad",2022-05-02,2022-11-23,205
"Verano",0.9976,0.9857,5.23,1.5,13,3.2,"Preventivo","Electricidad",2022-05-02,2022-11-23,205
"Verano",0.9976,0.9857,5.23,0.7,2,1.7,"Preventivo","Electricidad",2022-05-02,2022-11-23,205
"Verano",0.9976,0.9857,5.23,0.2,16,2.6,"Preventivo","Mecanica CBM",2022-05-02,2022-11-23,205
"Verano",0.9976,0.9857,5.23,0.8,9,1.5,"Correctivo","Mecanica",2022-10-27,2022-11-23,27
"Verano",0.9976,0.9857,5.23,0.5,1,1.2,"Correctivo","Mecanica",2022-07-26,2022-11-23,120
"Verano",0.9976,0.9857,5.23,0.3,5,0,"Correctivo","Mecanica VAL",2022-10-26,2022-11-23,28
"Verano",0.9976,0.9857,5.23,0.4,3,1,"Correctivo","Mecanica CBM",2022-10-19,2022-11-23,35
"Verano",0.9976,0.9857,5.23,1.1,5,3.5,"Preventivo","Electricidad",2022-05-02,2022-11-23,205
"Verano",0.9976,0.9857,5.23,0.5,7,1.6,"Preventivo","Electricidad",2022-05-02,2022-11-23,205
"Verano",0.9976,0.9857,5.23,0.3,2,2.2,"Preventivo","Linea de Mtto",2022-05-02,2022-11-23,205
"Verano",0.9976,0.9857,5.23,1,6,3,"Correctivo","Pozoz",2022-11-07,2022-11-23,16
"Verano",0.9976,0.9857,5.23,1,4,2.2,"Correctivo","Pozoz",2022-07-05,2022-11-23,141
"Verano",0.9976,0.9857,5.23,0.9,14,2.1,"Preventivo","Electricidad",2022-05-02,2022-11-23,205
"Verano",0.9976,0.9857,5.23,0.6,15,1,"Preventivo","Mecanica CBM",2022-05-02,2022-11-23,205
"Verano",0.9976,0.9857,5.23,0.3,2,1.4,"Preventivo","Mecanica",2022-09-08,2022-11-23,76
"Verano",0.9976,0.9857,5.23,1.5,18.5,1.4,"Correctivo","Mecanica",2022-11-02,2022-11-23,21
"Verano",0.9976,0.9857,5.23,0.3,2,0,"Preventivo","Mecanica",2022-09-08,2022-11-23,76
"Verano",0.9976,0.9857,5.23,0.3,2,0.3,"Preventivo","Mecanica",2022-09-08,2022-11-23,76
"Verano",0.9976,0.9857,5.23,0.3,2,2.8,"Preventivo","Mecanica",2022-09-08,2022-11-23,76
"Verano",0.9976,0.9857,5.23,0.3,2,0.2,"Preventivo","Mecanica",2022-09-08,2022-11-23,76
"Verano",0.9976,0.9857,5.23,0.3,2,0,"Preventivo","Mecanica",2022-09-08,2022-11-23,76
"Verano",0.9976,0.9857,5.23,0.3,8,1,"Preventivo","Mecanica VAL",2022-03-28,2022-11-23,240
"Verano",0.9976,0.9857,5.23,0,9,0.6,"Preventivo","Mecanica VAL",2022-03-28,2022-11-23,240
"Verano",0.9976,0.9857,5.23,0.3,18,3.4,"Preventivo","Mecanica CBM",2022-05-02,2022-11-23,205
"Verano",0.9976,0.9857,5.23,0.8,9,1.5,"Correctivo","Mecanica",2022-04-17,2022-11-23,220
"Verano",0.9976,0.9857,5.23,1,5,0.9,"Preventivo","Electricidad",2022-05-02,2022-11-23,205
"Verano",0.9976,0.9857,5.23,0,5,0,"Preventivo","Electricidad",2022-05-02,2022-11-23,205
"Verano",0.9976,0.9857,5.23,0,2,0.9,"Preventivo","Electricidad",2022-05-02,2022-11-23,205
"Verano",0.9976,0.9857,5.23,0.1,7,1,"Preventivo","Mecanica CBM",2022-05-02,2022-11-23,205
"Verano",0.9976,0.9857,5.23,0.5,8,1.4,"Correctivo","Mecanica",2022-10-26,2022-11-23,28
"Verano",0.9976,0.9857,5.23,1,18,3.1,"Preventivo","Mecanica",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0,12,1.6,"Correctivo","Instrumentos",2022-10-26,2022-11-28,33
"Verano",0.9976,0.9857,5.23,0.4,14,0.8,"Correctivo","Instrumentos",2022-10-26,2022-11-28,33
"Verano",0.9976,0.9857,5.23,0.3,14,0.8,"Correctivo","Instrumentos",2022-10-26,2022-11-28,33
"Verano",0.9976,0.9857,5.23,0.3,8,0.9,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.3,15,2.5,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.1,2,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,1.5,5,0.7,"Correctivo","Instrumentos",2022-11-04,2022-11-28,24
"Verano",0.9976,0.9857,5.23,1.2,6,2.6,"Correctivo","Instrumentos",2022-03-31,2022-11-28,242
"Verano",0.9976,0.9857,5.23,0.8,9,1.5,"Preventivo","Mecanica",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.2,2,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.1,2,0,"Correctivo","Instrumentos",2022-11-03,2022-11-28,25
"Verano",0.9976,0.9857,5.23,1,12,3.2,"Correctivo","Instrumentos",2022-08-30,2022-11-28,90
"Verano",0.9976,0.9857,5.23,0.5,8,2.1,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0,8,1.7,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,1.5,4,1.2,"Correctivo","Instrumentos",2022-10-03,2022-11-28,56
"Verano",0.9976,0.9857,5.23,0,4,1.6,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.8,4,0.9,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.1,4,0.5,"Correctivo","Instrumentos",2022-05-04,2022-11-28,208
"Verano",0.9976,0.9857,5.23,0,10,0.9,"Correctivo","Instrumentos",2022-10-09,2022-11-28,50
"Verano",0.9976,0.9857,5.23,1.3,6,1.6,"Preventivo","Instrumentos",2022-03-28,2022-11-28,245
"Verano",0.9976,0.9857,5.23,1,8,1.7,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,1,21,1.7,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,1,21,1.7,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.2,2,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.1,4,0.7,"Correctivo","Instrumentos",2022-10-03,2022-11-28,56
"Verano",0.9976,0.9857,5.23,0,3,0,"Preventivo","Instrumentos",2022-10-12,2022-11-28,47
"Verano",0.9976,0.9857,5.23,0,3,0,"Preventivo","Instrumentos",2022-10-12,2022-11-28,47
"Verano",0.9976,0.9857,5.23,0.3,15,2.6,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.5,10,0.8,"Preventivo","Instrumentos",2022-03-28,2022-11-28,245
"Verano",0.9976,0.9857,5.23,0.2,8,1.7,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.2,3,0.4,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.2,3,0.4,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.2,2,0.4,"Correctivo","Instrumentos",2022-08-19,2022-11-28,101
"Verano",0.9976,0.9857,5.23,0.5,6,1,"Correctivo","Instrumentos",2022-09-27,2022-11-28,62
"Verano",0.9976,0.9857,5.23,1.5,4,1.3,"Correctivo","Instrumentos",2022-11-01,2022-11-28,27
"Verano",0.9976,0.9857,5.23,0,3,0,"Preventivo","Instrumentos",2022-03-28,2022-11-28,245
"Verano",0.9976,0.9857,5.23,0.5,4,1.4,"Correctivo","Instrumentos",2022-10-27,2022-11-28,32
"Verano",0.9976,0.9857,5.23,1.3,5,0.6,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,1.3,6,1.4,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.2,12,0.6,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.5,3,0.6,"Correctivo","Instrumentos",2022-05-11,2022-11-28,201
"Verano",0.9976,0.9857,5.23,0,3,0,"Preventivo","Instrumentos",2022-03-28,2022-11-28,245
"Verano",0.9976,0.9857,5.23,0,3,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0,3,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.2,2,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.5,4,0.8,"Correctivo","Instrumentos",2022-11-01,2022-11-28,27
"Verano",0.9976,0.9857,5.23,0.5,4,1.6,"Correctivo","Instrumentos",2022-10-10,2022-11-28,49
"Verano",0.9976,0.9857,5.23,0.8,20,1.3,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.3,10,0.6,"Correctivo","Instrumentos",2022-10-26,2022-11-28,33
"Verano",0.9976,0.9857,5.23,0.2,4,0.6,"Correctivo","Instrumentos",2022-09-27,2022-11-28,62
"Verano",0.9976,0.9857,5.23,0.2,2,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.2,1,0,"Correctivo","Instrumentos",2022-10-27,2022-11-28,32
"Verano",0.9976,0.9857,5.23,1.5,22,2.8,"Correctivo","Instrumentos",2022-09-27,2022-11-28,62
"Verano",0.9976,0.9857,5.23,1.5,14,0.8,"Preventivo","Instrumentos",2022-03-28,2022-11-28,245
"Verano",0.9976,0.9857,5.23,0.5,8,2.1,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.3,8,1.7,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0,3,0,"Preventivo","Instrumentos",2022-10-05,2022-11-28,54
"Verano",0.9976,0.9857,5.23,0.7,5,0.6,"Correctivo","Instrumentos",2022-10-10,2022-11-28,49
"Verano",0.9976,0.9857,5.23,0,3,0,"Preventivo","Instrumentos",2022-03-28,2022-11-28,245
"Verano",0.9976,0.9857,5.23,0,3,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.3,3,0.4,"Correctivo","Instrumentos",2022-10-27,2022-11-28,32
"Verano",0.9976,0.9857,5.23,0.2,2,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.1,3,0.8,"Correctivo","Instrumentos",2022-07-15,2022-11-28,136
"Verano",0.9976,0.9857,5.23,0.2,8,2,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0,3,0,"Preventivo","Instrumentos",2022-03-28,2022-11-28,245
"Verano",0.9976,0.9857,5.23,0.3,3,1.3,"Correctivo","Pozoz",2022-07-27,2022-11-28,124
"Verano",0.9976,0.9857,5.23,0.3,4,1.1,"Correctivo","Pozoz",2022-10-25,2022-11-28,34
"Verano",0.9976,0.9857,5.23,0.3,3,0.7,"Correctivo","Pozoz",2022-07-27,2022-11-28,124
"Verano",0.9976,0.9857,5.23,1,4,2.2,"Correctivo","Pozoz",2022-10-25,2022-11-28,34
"Verano",0.9976,0.9857,5.23,0.5,6,2.7,"Correctivo","Pozoz",2022-11-07,2022-11-28,21
"Verano",0.9976,0.9857,5.23,0.4,6,2.7,"Correctivo","Pozoz",2022-11-07,2022-11-28,21
"Verano",0.9976,0.9857,5.23,0.3,3,1.3,"Correctivo","Pozoz",2022-10-13,2022-11-28,46
"Verano",0.9976,0.9857,5.23,1.5,16,3.9,"Preventivo","Pozoz",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,1,4,1.6,"Correctivo","Pozoz",2022-11-09,2022-11-28,19
"Verano",0.9976,0.9857,5.23,0.3,3,1.5,"Correctivo","Pozoz",2022-10-13,2022-11-28,46
"Verano",0.9976,0.9857,5.23,1.2,7,2.9,"Correctivo","Pozoz",2022-11-02,2022-11-28,26
"Verano",0.9976,0.9857,5.23,1,6,1.4,"Correctivo","Pozoz",2022-10-07,2022-11-28,52
"Verano",0.9976,0.9857,5.23,0.4,4,1.8,"Correctivo","Pozoz",2022-11-02,2022-11-28,26
"Verano",0.9976,0.9857,5.23,0.6,8,3.6,"Correctivo","Pozoz",2022-10-06,2022-11-28,53
"Verano",0.9976,0.9857,5.23,0.5,4,1.1,"Correctivo","Instrumentos",2022-10-27,2022-11-28,32
"Verano",0.9976,0.9857,5.23,0.8,6,2.3,"Correctivo","Instrumentos",2022-10-25,2022-11-28,34
"Verano",0.9976,0.9857,5.23,1,4,2.6,"Correctivo","Pozoz",2022-11-01,2022-11-28,27
"Verano",0.9976,0.9857,5.23,0.6,3,1.2,"Correctivo","Pozoz",2022-10-13,2022-11-28,46
"Verano",0.9976,0.9857,5.23,0.6,3,0.4,"Correctivo","Pozoz",2022-11-01,2022-11-28,27
"Verano",0.9976,0.9857,5.23,0.3,3,1.5,"Correctivo","Pozoz",2022-10-13,2022-11-28,46
"Verano",0.9976,0.9857,5.23,1.3,6,3,"Correctivo","Pozoz",2022-10-24,2022-11-28,35
"Verano",0.9976,0.9857,5.23,0.7,2,0,"Preventivo","Linea de Mtto",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.3,2,0,"Preventivo","Linea de Mtto",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.7,4,3.2,"Preventivo","Linea de Mtto",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.3,2,0,"Preventivo","Linea de Mtto",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.3,2,0,"Preventivo","Linea de Mtto",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.3,6,0,"Preventivo","Linea de Mtto",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.3,6,0,"Preventivo","Linea de Mtto",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.3,6,0,"Preventivo","Linea de Mtto",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.7,4,0,"Preventivo","Linea de Mtto",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.3,2,0,"Preventivo","Linea de Mtto",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.3,2,0,"Preventivo","Linea de Mtto",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.3,2,0,"Preventivo","Linea de Mtto",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.7,2,0,"Preventivo","Linea de Mtto",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0,2,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0,2,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0,2,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.3,6,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0,2,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.3,6,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0,2,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0,2,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0,2,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0,2,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0,2,1.6,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.7,7,4,"Correctivo","Instrumentos",2022-11-01,2022-11-28,27
"Verano",0.9976,0.9857,5.23,0.2,2,0,"Preventivo","Linea de Mtto",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.7,2,0,"Preventivo","Linea de Mtto",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.5,1,1.5,"Correctivo","Pozoz",2022-10-12,2022-11-28,47
"Verano",0.9976,0.9857,5.23,0.8,4.5,2.2,"Correctivo","Pozoz",2022-10-24,2022-11-28,35
"Verano",0.9976,0.9857,5.23,0.7,6,3.3,"Correctivo","Pozoz",2022-11-07,2022-11-28,21
"Verano",0.9976,0.9857,5.23,0.3,4,0.7,"Correctivo","Pozoz",2022-04-18,2022-11-28,224
"Verano",0.9976,0.9857,5.23,0.7,2,0,"Preventivo","Linea de Mtto",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.2,2,0,"Preventivo","Linea de Mtto",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,1.3,7,0.8,"Preventivo","Instrumentos",2022-03-28,2022-11-28,245
"Verano",0.9976,0.9857,5.23,0.3,4,1.1,"Correctivo","Instrumentos",2022-10-31,2022-11-28,28
"Verano",0.9976,0.9857,5.23,0,4,0,"Correctivo","Electricidad",2022-10-21,2022-11-28,38
"Verano",0.9976,0.9857,5.23,0,4,0,"Correctivo","Electricidad",2022-10-21,2022-11-28,38
"Verano",0.9976,0.9857,5.23,0,4,0,"Correctivo","Electricidad",2022-10-21,2022-11-28,38
"Verano",0.9976,0.9857,5.23,0,4,0,"Correctivo","Electricidad",2022-10-21,2022-11-28,38
"Verano",0.9976,0.9857,5.23,0,4,0,"Correctivo","Electricidad",2022-10-21,2022-11-28,38
"Verano",0.9976,0.9857,5.23,0,3,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0,3,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0,3,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0,3,0,"Preventivo","Instrumentos",2022-10-27,2022-11-28,32
"Verano",0.9976,0.9857,5.23,0,3,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0,3,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0,3,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0,3,0,"Preventivo","Instrumentos",2022-10-27,2022-11-28,32
"Verano",0.9976,0.9857,5.23,0,3,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0,3,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0,3,0,"Preventivo","Instrumentos",2022-09-29,2022-11-28,60
"Verano",0.9976,0.9857,5.23,0,3,0,"Preventivo","Instrumentos",2022-09-29,2022-11-28,60
"Verano",0.9976,0.9857,5.23,0,3,0,"Preventivo","Instrumentos",2022-10-05,2022-11-28,54
"Verano",0.9976,0.9857,5.23,0,3,0,"Preventivo","Instrumentos",2022-05-02,2022-11-28,210
"Verano",0.9976,0.9857,5.23,0.2,2,0.2,"Preventivo","Mecanica",2022-09-08,2022-11-28,81
"Verano",0.9976,0.9857,5.23,0.1,2,0.2,"Preventivo","Mecanica",2022-09-08,2022-11-28,81
"Verano",0.9976,0.9857,5.23,0.4,2,0.4,"Preventivo","Mecanica",2022-09-08,2022-11-28,81
