"EpocaAño","Cumplimiento estrategia Mtto","CumplimientoProgramaMtto","ReadyBAcklog","HH Actv Gnerales","HH En la Maquina","Otras HH","TipoMantenimiento","Disciplina","Fe.CreadaOrden","fe.Ejecutada","dias_para_diferencia"
"Verano",0.977,0.9459,5.16,0.4,6,1,"Correctivo","Instrumentos",2019-01-03,2019-01-02,-1
"Verano",0.977,0.9459,5.16,0.4,2.8,1,"Correctivo","Instrumentos",2019-01-03,2019-01-02,-1
"Verano",0.977,0.9459,5.16,0.3,1,0,"Correctivo","Instrumentos",2019-01-11,2019-01-04,-7
"Verano",0.977,0.9459,5.16,1,14,3.1,"Correctivo","Instrumentos",2018-04-12,2019-01-08,271
"Verano",0.977,0.9459,5.16,0.3,5.3,1.9,"Correctivo","Instrumentos",2018-04-09,2019-01-08,274
"Verano",0.977,0.9459,5.16,1.2,8.6,3.8,"Correctivo","Pozoz",2018-04-23,2019-01-08,260
"Verano",0.977,0.9459,5.16,0.5,2,1.6,"Correctivo","Pozoz",2018-04-02,2019-01-08,281
"Verano",0.977,0.9459,5.16,0.5,3,0.8,"Correctivo","Instrumentos",2018-08-30,2019-01-08,131
"Verano",0.977,0.9459,5.16,1.5,14,2.9,"Correctivo","Instrumentos",2018-05-23,2019-01-08,230
"Verano",0.977,0.9459,5.16,1.4,5,3.6,"Correctivo","Pozoz",2018-07-18,2019-01-08,174
"Verano",0.977,0.9459,5.16,0.5,3,0.7,"Correctivo","Instrumentos",2019-01-11,2019-01-09,-2
"Verano",0.977,0.9459,5.16,0.5,8.5,0.5,"Correctivo","Instrumentos",2019-01-15,2019-01-15,0
"Verano",0.977,0.9459,5.16,0.4,1,1.6,"Correctivo","Pozoz",2019-01-16,2019-01-16,0
"Verano",0.977,0.9459,5.16,0.8,3,0.6,"Correctivo","Instrumentos",2019-01-21,2019-01-17,-4
"Verano",0.977,0.9459,5.16,0.8,2.8,1.1,"Correctivo","Instrumentos",2019-01-21,2019-01-18,-3
"Verano",0.977,0.9459,5.16,0,2,0.6,"Correctivo","Instrumentos",2019-03-07,2019-01-19,-47
"Verano",0.977,0.9459,5.16,0.2,4,0.4,"Correctivo","Electricidad",2019-01-31,2019-01-31,0
"Verano",0.8333,0.94,5.82,0.8,9,1.4,"Correctivo","Mecanica",2019-03-14,2019-02-03,-39
"Verano",0.8333,0.94,5.82,0.1,2,0,"Correctivo","Instrumentos",2019-02-05,2019-02-04,-1
"Verano",0.8333,0.94,5.82,0.5,6.8,1.8,"Correctivo","Instrumentos",2019-02-21,2019-02-12,-9
"Verano",0.8333,0.94,5.82,0.3,10.7,1.1,"Correctivo","Instrumentos",2019-02-13,2019-02-13,0
"Verano",0.8333,0.94,5.82,0.8,9,1.4,"Correctivo","Mecanica",2018-12-12,2019-02-19,69
"Verano",0.8333,0.94,5.82,0.4,7,0,"Correctivo","Instrumentos",2019-03-20,2019-02-21,-27
"Verano",0.8333,0.94,5.82,0.5,6,0.6,"Correctivo","Instrumentos",2019-02-22,2019-02-22,0
"Verano",0.8333,0.94,5.82,1.3,6.3,1.4,"Correctivo","Electricidad",2018-06-07,2019-02-26,264
"Verano",0.8333,0.94,5.82,1,15,1.9,"Correctivo","Instrumentos",2019-02-28,2019-02-26,-2
"Verano",0.8333,0.94,5.82,1,14,4,"Preventivo","Electricidad",2018-07-12,2019-02-26,229
"Verano",0.8333,0.94,5.82,0.2,4,0.9,"Correctivo","Instrumentos",2019-03-20,2019-02-26,-22
"Verano",0.8333,0.94,5.82,0.2,4,0.9,"Correctivo","Electricidad",2018-12-26,2019-02-26,62
"Verano",0.8333,0.94,5.82,0.5,7.3,1.3,"Correctivo","Electricidad",2018-06-20,2019-02-26,251
"Verano",0.8333,0.94,5.82,1.5,13.6,2.9,"Correctivo","Electricidad",2018-05-31,2019-02-26,271
"Verano",0.8333,0.94,5.82,0.7,10,2.2,"Preventivo","Electricidad",2018-08-06,2019-02-26,204
"Verano",0.8333,0.94,5.82,1,6,2.4,"Preventivo","Pozoz",2018-09-26,2019-02-28,155
"Verano",0.8333,0.94,5.82,0,3,2.5,"Preventivo","Instrumentos",2018-08-28,2019-02-28,184
"Verano",0.8333,0.94,5.82,1,2,0,"Preventivo","Instrumentos",2018-08-28,2019-02-28,184
"Verano",0.8333,0.94,5.82,0,2,0,"Preventivo","Instrumentos",2018-09-12,2019-02-28,169
"Verano",0.8333,0.94,5.82,0,2,2,"Preventivo","Instrumentos",2018-09-12,2019-02-28,169
"Verano",0.8333,0.94,5.82,0,3,2.5,"Preventivo","Instrumentos",2018-08-28,2019-02-28,184
"Verano",0.8333,0.94,5.82,0.5,2,0,"Preventivo","Instrumentos",2018-09-12,2019-02-28,169
"Verano",0.8333,0.94,5.82,0.5,2,0,"Preventivo","Instrumentos",2018-09-12,2019-02-28,169
"Verano",0.8333,0.94,5.82,0.5,2,0,"Preventivo","Instrumentos",2018-09-12,2019-02-28,169
"Verano",0.8333,0.94,5.82,0.5,3,0,"Preventivo","Instrumentos",2018-10-17,2019-02-28,134
"Verano",0.8333,0.94,5.82,0,3,0,"Preventivo","Instrumentos",2018-10-17,2019-02-28,134
"Verano",0.8333,0.94,5.82,0.5,3,0,"Preventivo","Instrumentos",2018-08-06,2019-02-28,206
"Verano",0.8333,0.94,5.82,0,2,1.5,"Preventivo","Instrumentos",2018-09-12,2019-02-28,169
"Verano",0.8333,0.94,5.82,0,2,2.5,"Preventivo","Instrumentos",2018-09-12,2019-02-28,169
"Verano",0.8333,0.94,5.82,0,2,0,"Preventivo","Instrumentos",2018-08-28,2019-02-28,184
"Verano",0.8333,0.94,5.82,0.5,3,0,"Preventivo","Instrumentos",2018-09-12,2019-02-28,169
"Verano",0.8333,0.94,5.82,0.5,2,0,"Preventivo","Instrumentos",2018-09-12,2019-02-28,169
"Verano",0.8333,0.94,5.82,0,3,0,"Preventivo","Instrumentos",2018-10-17,2019-02-28,134
"Verano",0.8333,0.94,5.82,0.5,3,0,"Preventivo","Instrumentos",2018-11-02,2019-02-28,118
"Verano",0.8333,0.94,5.82,0,3,2.5,"Preventivo","Instrumentos",2018-10-17,2019-02-28,134
"Verano",0.8333,0.94,5.82,0.5,3,0,"Preventivo","Instrumentos",2018-08-28,2019-02-28,184
"Verano",0.8333,0.94,5.82,0,3,0,"Preventivo","Instrumentos",2018-09-12,2019-02-28,169
"Verano",0.8333,0.94,5.82,0,2,0,"Preventivo","Instrumentos",2018-07-25,2019-02-28,218
"Verano",0.8333,0.94,5.82,0.5,2,0,"Preventivo","Instrumentos",2018-09-12,2019-02-28,169
"Verano",0.8333,0.94,5.82,0.5,3,0,"Preventivo","Instrumentos",2018-09-12,2019-02-28,169
"Verano",0.8333,0.94,5.82,0,3,1.5,"Preventivo","Instrumentos",2018-09-12,2019-02-28,169
"Verano",0.8333,0.94,5.82,0,3,2.5,"Preventivo","Instrumentos",2018-10-17,2019-02-28,134
"Verano",0.8333,0.94,5.82,0,2,2.5,"Preventivo","Instrumentos",2018-09-12,2019-02-28,169
"Verano",0.8333,0.94,5.82,0,2,1,"Preventivo","Instrumentos",2018-09-12,2019-02-28,169
"Verano",0.8333,0.94,5.82,0.5,3,0,"Preventivo","Instrumentos",2018-08-28,2019-02-28,184
"Verano",0.8333,0.94,5.82,1,2,0,"Preventivo","Instrumentos",2018-08-28,2019-02-28,184
"Verano",0.8333,0.94,5.82,0,2,2,"Preventivo","Instrumentos",2018-09-12,2019-02-28,169
"Verano",0.4798,0.9204,4.67,0.3,8,0.8,"Preventivo","Mecanica CBM",2018-11-02,2019-03-01,119
"Verano",0.4798,0.9204,4.67,0.2,3,0,"Preventivo","Mecanica CBM",2018-12-11,2019-03-01,80
"Verano",0.4798,0.9204,4.67,1.5,16.2,1.5,"Preventivo","Mecanica",2018-10-17,2019-03-01,135
"Verano",0.4798,0.9204,4.67,1.5,14.5,2.1,"Preventivo","Mecanica",2018-10-17,2019-03-01,135
"Verano",0.4798,0.9204,4.67,0.2,6,0.8,"Preventivo","Mecanica CBM",2018-11-02,2019-03-01,119
"Verano",0.4798,0.9204,4.67,0.2,4,0.8,"Preventivo","Mecanica CBM",2018-11-02,2019-03-01,119
"Verano",0.4798,0.9204,4.67,0.5,9,1.6,"Preventivo","Mecanica",2018-09-26,2019-03-01,156
"Verano",0.4798,0.9204,4.67,0.2,6,0.8,"Preventivo","Mecanica CBM",2018-09-26,2019-03-01,156
"Verano",0.4798,0.9204,4.67,0.2,4,0.8,"Preventivo","Mecanica CBM",2018-09-26,2019-03-01,156
"Verano",0.4798,0.9204,4.67,0.2,4,0,"Preventivo","Mecanica CBM",2018-09-26,2019-03-01,156
"Verano",0.4798,0.9204,4.67,1.4,18,2.1,"Preventivo","Mecanica",2018-09-26,2019-03-01,156
"Verano",0.4798,0.9204,4.67,1.5,14,2.7,"Correctivo","Mecanica",2018-12-17,2019-03-01,74
"Verano",0.4798,0.9204,4.67,0.3,8,0.8,"Preventivo","Mecanica CBM",2018-09-12,2019-03-01,170
"Verano",0.4798,0.9204,4.67,0.3,10,0.8,"Preventivo","Mecanica",2018-09-26,2019-03-01,156
"Verano",0.4798,0.9204,4.67,0.5,10,0.8,"Preventivo","Mecanica CBM",2018-08-28,2019-03-01,185
"Verano",0.4798,0.9204,4.67,0.3,8,0.8,"Preventivo","Mecanica CBM",2018-09-12,2019-03-01,170
"Verano",0.4798,0.9204,4.67,0.8,5.3,3.5,"Preventivo","Mecanica",2018-08-06,2019-03-01,207
"Verano",0.4798,0.9204,4.67,0.6,20,1.6,"Preventivo","Mecanica CBM",2018-09-26,2019-03-01,156
"Verano",0.4798,0.9204,4.67,1.6,15.3,3.2,"Preventivo","Mecanica",2018-08-06,2019-03-01,207
"Verano",0.4798,0.9204,4.67,0.6,16,1.6,"Preventivo","Mecanica CBM",2018-09-12,2019-03-01,170
"Verano",0.4798,0.9204,4.67,1.5,19.3,3.4,"Preventivo","Mecanica",2018-08-06,2019-03-01,207
"Verano",0.4798,0.9204,4.67,0.5,8.8,1.9,"Preventivo","Mecanica",2018-09-12,2019-03-01,170
"Verano",0.4798,0.9204,4.67,0.5,12,0.8,"Preventivo","Mecanica CBM",2018-06-14,2019-03-01,260
"Verano",0.4798,0.9204,4.67,0.2,4,0.8,"Preventivo","Mecanica CBM",2018-09-26,2019-03-01,156
"Verano",0.4798,0.9204,4.67,0.2,4,0,"Preventivo","Mecanica CBM",2018-09-26,2019-03-01,156
"Verano",0.4798,0.9204,4.67,0.4,4,0.8,"Preventivo","Mecanica CBM",2018-09-12,2019-03-01,170
"Verano",0.4798,0.9204,4.67,0.2,6,0,"Preventivo","Mecanica CBM",2018-09-26,2019-03-01,156
"Verano",0.4798,0.9204,4.67,0.5,11,2.6,"Preventivo","Mecanica CBM",2018-09-26,2019-03-01,156
"Verano",0.4798,0.9204,4.67,0.3,8,0.8,"Preventivo","Mecanica CBM",2018-09-12,2019-03-01,170
"Verano",0.4798,0.9204,4.67,0.5,10,0.8,"Preventivo","Mecanica CBM",2018-08-28,2019-03-01,185
"Verano",0.4798,0.9204,4.67,1.3,17,1.9,"Preventivo","Mecanica",2018-09-12,2019-03-01,170
"Verano",0.4798,0.9204,4.67,0.7,8,0.8,"Preventivo","Mecanica CBM",2018-09-12,2019-03-01,170
"Verano",0.4798,0.9204,4.67,0.7,9,1.3,"Preventivo","Mecanica",2018-08-28,2019-03-01,185
"Verano",0.4798,0.9204,4.67,0.5,9,1.7,"Preventivo","Mecanica",2018-08-28,2019-03-01,185
"Verano",0.4798,0.9204,4.67,1,16,3.5,"Preventivo","Mecanica",2018-08-28,2019-03-01,185
"Verano",0.4798,0.9204,4.67,0.8,9,0.9,"Preventivo","Mecanica",2018-08-28,2019-03-01,185
"Verano",0.4798,0.9204,4.67,0.8,7.5,0.9,"Preventivo","Mecanica",2018-08-06,2019-03-01,207
"Verano",0.4798,0.9204,4.67,1.6,16.3,2.1,"Preventivo","Mecanica",2018-08-06,2019-03-01,207
"Verano",0.4798,0.9204,4.67,1.5,18.5,2,"Preventivo","Mecanica",2018-07-12,2019-03-01,232
"Verano",0.4798,0.9204,4.67,0.7,16,0.8,"Preventivo","Mecanica CBM",2018-06-14,2019-03-01,260
"Verano",0.4798,0.9204,4.67,1,18.3,3.1,"Preventivo","Mecanica",2018-05-22,2019-03-01,283
"Verano",0.4798,0.9204,4.67,1.6,18.8,2.8,"Preventivo","Mecanica",2018-05-22,2019-03-01,283
"Verano",0.4798,0.9204,4.67,1.2,11.2,2.3,"Preventivo","Mecanica",2018-05-22,2019-03-01,283
"Verano",0.4798,0.9204,4.67,1.2,13.4,2.5,"Preventivo","Mecanica",2018-05-22,2019-03-01,283
"Verano",0.4798,0.9204,4.67,1.4,14,1.8,"Preventivo","Mecanica",2018-05-22,2019-03-01,283
"Verano",0.4798,0.9204,4.67,1.2,11.5,2.9,"Preventivo","Mecanica",2018-05-22,2019-03-01,283
"Verano",0.4798,0.9204,4.67,0.7,5,1.6,"Preventivo","Mecanica",2018-09-12,2019-03-01,170
"Verano",0.4798,0.9204,4.67,0.8,3.2,1.2,"Preventivo","Mecanica",2018-08-06,2019-03-01,207
"Verano",0.4798,0.9204,4.67,1,9,3.3,"Preventivo","Mecanica",2018-06-14,2019-03-01,260
"Verano",0.4798,0.9204,4.67,0,9,3.4,"Correctivo","Mecanica",2018-12-18,2019-03-01,73
"Verano",0.4798,0.9204,4.67,1.3,9,3.9,"Correctivo","Mecanica",2018-10-22,2019-03-01,130
"Verano",0.4798,0.9204,4.67,0.3,4,1.4,"Correctivo","Mecanica",2018-10-08,2019-03-01,144
"Verano",0.4798,0.9204,4.67,1.3,6,0,"Correctivo","Mecanica",2018-09-06,2019-03-01,176
"Verano",0.4798,0.9204,4.67,0.8,9,2.1,"Correctivo","Mecanica",2018-09-06,2019-03-01,176
"Verano",0.4798,0.9204,4.67,0.3,2,0.6,"Preventivo","Mecanica",2018-06-14,2019-03-01,260
"Verano",0.4798,0.9204,4.67,0,9,0,"Correctivo","Mecanica",2018-12-18,2019-03-01,73
"Verano",0.4798,0.9204,4.67,0.3,12,2.5,"Preventivo","Mecanica VAL",2018-08-06,2019-03-01,207
"Verano",0.4798,0.9204,4.67,1.2,12,2.5,"Preventivo","Mecanica VAL",2018-08-06,2019-03-01,207
"Verano",0.4798,0.9204,4.67,1.2,12,2.5,"Preventivo","Mecanica VAL",2018-08-06,2019-03-01,207
"Verano",0.4798,0.9204,4.67,0.8,12,3,"Preventivo","Mecanica VAL",2018-08-06,2019-03-01,207
"Verano",0.4798,0.9204,4.67,1.5,18,1.5,"Correctivo","Mecanica",2018-10-05,2019-03-01,147
"Verano",0.4798,0.9204,4.67,0.8,9,1.2,"Preventivo","Mecanica",2018-09-26,2019-03-01,156
"Verano",0.4798,0.9204,4.67,0.8,2,1.5,"Correctivo","Mecanica",2018-12-04,2019-03-01,87
"Verano",0.4798,0.9204,4.67,0.5,9,2,"Preventivo","Mecanica",2018-08-28,2019-03-01,185
"Verano",0.4798,0.9204,4.67,0.8,7.5,0.9,"Preventivo","Mecanica",2018-08-06,2019-03-01,207
"Verano",0.4798,0.9204,4.67,0.5,8.6,2.1,"Preventivo","Mecanica",2018-06-14,2019-03-01,260
"Verano",0.4798,0.9204,4.67,0.8,2,0.9,"Correctivo","Mecanica",2018-12-04,2019-03-01,87
"Verano",0.4798,0.9204,4.67,1.5,14,2.6,"Preventivo","Mecanica",2018-07-12,2019-03-01,232
"Verano",0.4798,0.9204,4.67,0.5,9.5,0.7,"Correctivo","Mecanica",2018-09-25,2019-03-01,157
"Verano",0.4798,0.9204,4.67,0.3,2,0.6,"Preventivo","Mecanica",2018-07-12,2019-03-01,232
"Verano",0.4798,0.9204,4.67,0,2,0.6,"Preventivo","Mecanica",2018-09-12,2019-03-01,170
"Verano",0.4798,0.9204,4.67,0.3,12,2.5,"Preventivo","Mecanica VAL",2018-08-06,2019-03-01,207
"Verano",0.4798,0.9204,4.67,1,12,2.2,"Preventivo","Mecanica VAL",2018-07-12,2019-03-01,232
"Verano",0.4798,0.9204,4.67,1,14.3,3.4,"Correctivo","Mecanica",2018-10-22,2019-03-01,130
"Verano",0.4798,0.9204,4.67,0.5,9,1.6,"Correctivo","Mecanica",2018-12-31,2019-03-01,60
"Verano",0.4798,0.9204,4.67,0.8,14,2.6,"Correctivo","Mecanica",2018-11-19,2019-03-01,102
"Verano",0.4798,0.9204,4.67,0.7,1,0,"Correctivo","Mecanica",2018-09-25,2019-03-01,157
"Verano",0.4798,0.9204,4.67,0.2,2,0.3,"Preventivo","Mecanica",2018-08-06,2019-03-01,207
"Verano",0.4798,0.9204,4.67,0.8,9,1.4,"Correctivo","Mecanica",2018-11-26,2019-03-01,95
"Verano",0.4798,0.9204,4.67,0,9,3.9,"Correctivo","Mecanica",2018-12-18,2019-03-01,73
"Verano",0.4798,0.9204,4.67,0.1,2,0.2,"Preventivo","Mecanica",2018-07-12,2019-03-01,232
"Verano",0.4798,0.9204,4.67,0.8,9,1.2,"Correctivo","Mecanica",2018-10-08,2019-03-01,144
"Verano",0.4798,0.9204,4.67,1.5,12,3.5,"Preventivo","Mecanica VAL",2018-08-28,2019-03-01,185
"Verano",0.4798,0.9204,4.67,1.5,13,1.4,"Preventivo","Mecanica VAL",2018-08-06,2019-03-01,207
"Verano",0.4798,0.9204,4.67,1.6,14.2,2.5,"Correctivo","Mecanica",2018-12-03,2019-03-01,88
"Verano",0.4798,0.9204,4.67,0.4,8,1.8,"Preventivo","Mecanica",2018-09-26,2019-03-01,156
"Verano",0.4798,0.9204,4.67,0.8,9,1.2,"Preventivo","Mecanica",2018-08-28,2019-03-01,185
"Verano",0.4798,0.9204,4.67,0.8,9,1.5,"Preventivo","Mecanica",2018-08-06,2019-03-01,207
"Verano",0.4798,0.9204,4.67,1,8,1.3,"Preventivo","Mecanica",2018-06-14,2019-03-01,260
"Verano",0.4798,0.9204,4.67,0.7,2,0,"Correctivo","Mecanica",2018-12-11,2019-03-01,80
"Verano",0.4798,0.9204,4.67,0.8,9,1.2,"Preventivo","Mecanica",2018-08-28,2019-03-01,185
"Verano",0.4798,0.9204,4.67,1,8,1.3,"Preventivo","Mecanica",2018-06-14,2019-03-01,260
"Verano",0.4798,0.9204,4.67,0.5,14,3,"Preventivo","Mecanica",2018-07-12,2019-03-01,232
"Verano",0.4798,0.9204,4.67,0.8,9,1.2,"Correctivo","Mecanica",2018-12-18,2019-03-01,73
"Verano",0.4798,0.9204,4.67,0.5,9.3,1.6,"Correctivo","Mecanica",2018-12-18,2019-03-01,73
"Verano",0.4798,0.9204,4.67,0.5,10,0,"Correctivo","Mecanica",2019-01-03,2019-03-01,57
"Verano",0.4798,0.9204,4.67,0.2,2,0.3,"Preventivo","Mecanica",2018-08-06,2019-03-01,207
"Verano",0.4798,0.9204,4.67,0,2,0,"Preventivo","Mecanica",2018-09-12,2019-03-01,170
"Verano",0.4798,0.9204,4.67,0.6,2,0.4,"Preventivo","Mecanica",2018-07-12,2019-03-01,232
"Verano",0.4798,0.9204,4.67,0.6,2,0.4,"Preventivo","Mecanica",2018-07-12,2019-03-01,232
"Verano",0.4798,0.9204,4.67,0,2,0,"Preventivo","Mecanica",2018-09-12,2019-03-01,170
"Verano",0.4798,0.9204,4.67,0.6,2,0.7,"Preventivo","Mecanica",2018-07-12,2019-03-01,232
"Verano",0.4798,0.9204,4.67,0.4,2,0.3,"Correctivo","Mecanica",2018-12-18,2019-03-01,73
"Verano",0.4798,0.9204,4.67,1,14,3.1,"Correctivo","Mecanica",2018-12-04,2019-03-01,87
"Verano",0.4798,0.9204,4.67,1.5,9,2.6,"Correctivo","Mecanica",2018-09-12,2019-03-01,170
"Verano",0.4798,0.9204,4.67,0.8,7,1.5,"Preventivo","Mecanica",2018-07-12,2019-03-01,232
"Verano",0.4798,0.9204,4.67,0.8,9,1.5,"Correctivo","Mecanica",2018-09-06,2019-03-01,176
"Verano",0.4798,0.9204,4.67,0.8,9.8,1.2,"Correctivo","Mecanica",2018-09-06,2019-03-01,176
"Verano",0.4798,0.9204,4.67,0.3,2,0.3,"Preventivo","Mecanica",2018-07-12,2019-03-01,232
"Verano",0.4798,0.9204,4.67,1.5,19.5,1,"Correctivo","Mecanica",2019-01-03,2019-03-01,57
"Verano",0.4798,0.9204,4.67,0.3,2,1,"Preventivo","Mecanica",2018-06-14,2019-03-01,260
"Verano",0.4798,0.9204,4.67,0.3,2,0.6,"Preventivo","Mecanica",2018-07-12,2019-03-01,232
"Verano",0.4798,0.9204,4.67,0.5,12,1.7,"Preventivo","Mecanica VAL",2018-08-28,2019-03-01,185
"Verano",0.4798,0.9204,4.67,0.1,2,0.2,"Preventivo","Mecanica",2018-07-12,2019-03-01,232
"Verano",0.4798,0.9204,4.67,0.6,4,2.5,"Preventivo","Mecanica",2018-09-26,2019-03-01,156
"Verano",0.4798,0.9204,4.67,0.6,4,2.1,"Preventivo","Mecanica",2018-07-12,2019-03-01,232
"Verano",0.4798,0.9204,4.67,0.6,4,1.8,"Preventivo","Mecanica",2018-09-26,2019-03-01,156
"Verano",0.4798,0.9204,4.67,0.6,4,1.8,"Preventivo","Mecanica",2018-07-12,2019-03-01,232
"Verano",0.4798,0.9204,4.67,1.1,9.3,1.1,"Preventivo","Mecanica",2018-09-26,2019-03-01,156
"Verano",0.4798,0.9204,4.67,0.8,9,1.5,"Preventivo","Mecanica",2018-08-28,2019-03-01,185
"Verano",0.4798,0.9204,4.67,0.8,9,1.5,"Preventivo","Mecanica",2018-08-06,2019-03-01,207
"Verano",0.4798,0.9204,4.67,0.2,9,1.3,"Preventivo","Mecanica",2018-06-14,2019-03-01,260
"Verano",0.4798,0.9204,4.67,0.8,9,1.5,"Correctivo","Mecanica",2019-01-03,2019-03-01,57
"Verano",0.4798,0.9204,4.67,0.2,2,0.3,"Preventivo","Mecanica",2018-08-06,2019-03-01,207
"Verano",0.4798,0.9204,4.67,0.1,2,0.2,"Preventivo","Mecanica",2018-07-12,2019-03-01,232
"Verano",0.4798,0.9204,4.67,0.8,9,1.2,"Correctivo","Mecanica",2019-01-03,2019-03-01,57
"Verano",0.4798,0.9204,4.67,0.1,2,0.2,"Preventivo","Mecanica",2018-07-12,2019-03-01,232
"Verano",0.4798,0.9204,4.67,1,12,1.9,"Preventivo","Mecanica VAL",2018-08-06,2019-03-01,207
"Verano",0.4798,0.9204,4.67,0.5,12,1.7,"Preventivo","Mecanica VAL",2018-08-28,2019-03-01,185
"Verano",0.4798,0.9204,4.67,0.7,12,3.3,"Preventivo","Mecanica VAL",2018-07-12,2019-03-01,232
"Verano",0.4798,0.9204,4.67,1.3,8,1.4,"Correctivo","Mecanica",2018-09-06,2019-03-01,176
"Verano",0.4798,0.9204,4.67,0.8,9,1.2,"Correctivo","Mecanica",2018-09-25,2019-03-01,157
"Verano",0.4798,0.9204,4.67,0.5,9.5,3.6,"Preventivo","Mecanica",2018-09-26,2019-03-01,156
"Verano",0.4798,0.9204,4.67,0.8,9,1,"Preventivo","Mecanica",2018-08-28,2019-03-01,185
"Verano",0.4798,0.9204,4.67,0.5,7.7,1,"Preventivo","Mecanica",2018-08-06,2019-03-01,207
"Verano",0.4798,0.9204,4.67,0.6,9,1.7,"Preventivo","Mecanica",2018-06-14,2019-03-01,260
"Verano",0.4798,0.9204,4.67,0.5,9.5,1.6,"Correctivo","Mecanica",2018-09-25,2019-03-01,157
"Verano",0.4798,0.9204,4.67,0.8,9.8,1.2,"Correctivo","Mecanica",2018-10-10,2019-03-01,142
"Verano",0.4798,0.9204,4.67,0.3,2,0.9,"Preventivo","Mecanica",2018-06-14,2019-03-01,260
"Verano",0.4798,0.9204,4.67,1.2,12,2.5,"Preventivo","Mecanica VAL",2018-08-06,2019-03-01,207
"Verano",0.4798,0.9204,4.67,1,12,2.8,"Preventivo","Mecanica VAL",2018-08-28,2019-03-01,185
"Verano",0.4798,0.9204,4.67,0.5,12,2.2,"Preventivo","Mecanica VAL",2018-08-28,2019-03-01,185
"Verano",0.4798,0.9204,4.67,0.7,12,3.3,"Preventivo","Mecanica VAL",2018-07-12,2019-03-01,232
"Verano",0.4798,0.9204,4.67,0.3,9,2.1,"Correctivo","Mecanica",2018-09-25,2019-03-01,157
"Verano",0.4798,0.9204,4.67,0.8,12,2.1,"Preventivo","Mecanica VAL",2018-07-12,2019-03-01,232
"Verano",0.4798,0.9204,4.67,0.6,8,3,"Correctivo","Pozoz",2018-08-09,2019-03-01,204
"Verano",0.4798,0.9204,4.67,0.8,7,1.5,"Preventivo","Mecanica",2018-10-17,2019-03-01,135
"Verano",0.4798,0.9204,4.67,0.8,7,1.4,"Preventivo","Mecanica",2018-10-17,2019-03-01,135
"Verano",0.4798,0.9204,4.67,0.4,8.8,1.7,"Preventivo","Mecanica",2018-08-28,2019-03-01,185
"Verano",0.4798,0.9204,4.67,0.8,7,1.5,"Preventivo","Mecanica",2018-07-12,2019-03-01,232
"Verano",0.4798,0.9204,4.67,1.1,3,1.6,"Preventivo","Mecanica",2018-09-12,2019-03-01,170
"Verano",0.4798,0.9204,4.67,0.9,3,2.1,"Preventivo","Mecanica",2018-08-28,2019-03-01,185
"Verano",0.4798,0.9204,4.67,0.3,8,2.4,"Preventivo","Mecanica",2018-07-12,2019-03-01,232
"Verano",0.4798,0.9204,4.67,0.6,3,1.9,"Preventivo","Mecanica",2018-06-14,2019-03-01,260
"Verano",0.4798,0.9204,4.67,0.7,3,0.9,"Preventivo","Mecanica",2018-05-22,2019-03-01,283
"Verano",0.4798,0.9204,4.67,0.7,6,1.8,"Preventivo","Electricidad",2018-08-28,2019-03-04,188
"Verano",0.4798,0.9204,4.67,1.3,14,2.7,"Preventivo","Electricidad",2018-12-11,2019-03-04,83
"Verano",0.4798,0.9204,4.67,0.7,10,2.8,"Preventivo","Electricidad",2018-09-26,2019-03-04,159
"Verano",0.4798,0.9204,4.67,0.7,11.2,2.4,"Correctivo","Electricidad",2018-06-12,2019-03-04,265
"Verano",0.4798,0.9204,4.67,0.8,6,2.3,"Preventivo","Electricidad",2018-10-17,2019-03-04,138
"Verano",0.4798,0.9204,4.67,0.8,8.5,1.8,"Correctivo","Electricidad",2018-07-23,2019-03-04,224
"Verano",0.4798,0.9204,4.67,0.2,7,1,"Preventivo","Electricidad",2018-10-17,2019-03-04,138
"Verano",0.4798,0.9204,4.67,0.7,4,1.9,"Preventivo","Electricidad",2018-11-15,2019-03-04,109
"Verano",0.4798,0.9204,4.67,0.5,4,1.9,"Preventivo","Electricidad",2018-10-17,2019-03-04,138
"Verano",0.4798,0.9204,4.67,0.2,6,0.6,"Preventivo","Electricidad",2018-10-17,2019-03-04,138
"Verano",0.4798,0.9204,4.67,0.2,6,1.3,"Preventivo","Electricidad",2018-10-17,2019-03-04,138
"Verano",0.4798,0.9204,4.67,0.6,6,1.5,"Preventivo","Electricidad",2018-11-15,2019-03-04,109
"Verano",0.4798,0.9204,4.67,0.6,6,1.5,"Preventivo","Electricidad",2018-12-11,2019-03-04,83
"Verano",0.4798,0.9204,4.67,0.7,6,2.3,"Preventivo","Electricidad",2018-11-02,2019-03-04,122
"Verano",0.4798,0.9204,4.67,0.7,6,2.3,"Preventivo","Electricidad",2018-08-28,2019-03-04,188
"Verano",0.4798,0.9204,4.67,1.5,14,2.5,"Preventivo","Electricidad",2018-08-28,2019-03-04,188
"Verano",0.4798,0.9204,4.67,0.3,1.8,1.9,"Correctivo","Pozoz",2018-05-30,2019-03-08,282
"Verano",0.4798,0.9204,4.67,1,20,3.2,"Preventivo","Mecanica CBM",2018-09-12,2019-03-11,180
"Verano",0.4798,0.9204,4.67,0.3,12,2.2,"Preventivo","Mecanica CBM",2018-08-28,2019-03-11,195
