"mes","semana","Epoca del año","estrategia Mtto","Programa Mtto","Ready back log","HH Actv Gnerales","HH En la Maquina","Otras HH","Disciplina","H Mantenimiento preventivo"
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.2,4,0.6,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,12,1.9,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,8,0.6,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.5,8,0.6,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0,6,0.6,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.2,2,0,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.3,16,3.4,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.5,10,0.6,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.5,10,0.6,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0,3,0,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1.5,16,3.7,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.5,8,1.1,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.3,2,0,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0,2,0,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.5,8,1.1,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0,8,0,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0,8,0,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0,8,0,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0,4,0,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0,10,0.6,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.3,7,0,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.3,10,0,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,8,4,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.5,3,1.6,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,6,2.2,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,4,2.2,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,6,1.6,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.5,3,1.6,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,6,1.6,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,6,2.2,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,8,2.2,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,10,2.2,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.3,6,0.6,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.5,4,0,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,6,2.2,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0,6,0,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,5,2.2,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,6,0,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0,5,1.4,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0,6,0,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,6,2.2,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,6,3.2,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,6,2.2,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.5,4,2.7,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.5,6,2.2,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,6,2.2,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0,2,0.4,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,6,1.6,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,4,0,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,9,2.8,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,3,2.7,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.3,6,0,"Linea de Mtto",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.3,3,1,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.3,6,0.6,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,6,2.2,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0,8,0,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,6,2.2,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,8,1.6,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0,4,2.2,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0,6,0,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0,20,4,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,5,2.7,"Pozoz",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.3,4,0.7,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0,10,0.6,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.1,2,0.4,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.3,2,0.7,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.5,4,0.6,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,4,1.2,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,4,1.2,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0,8,0,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.5,18,0.6,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0,2,0,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0,2,0,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0,4,0,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.5,6,1,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0,4,0,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0,8,0,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.1,2,0,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.5,10,0.9,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0,2,0,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.3,6,0.6,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.1,2,0,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.1,2,0.6,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.1,2,0,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.2,6,0.6,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.3,4,0.9,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,1,4,0,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.5,8,1.1,"Instrumentos",1188
"2021-5","2021-19","Invierno",0.9885,0.9187,4.87,0.5,8,0.6,"Instrumentos",1188
"2021-1","2021-2","Verano",0.9971,0.9739,6.48,0,6.5,2.6,"Mecanica",277.1
"2021-1","2021-2","Verano",0.9971,0.9739,6.48,1,14,3.5,"Electricidad",277.1
"2021-1","2021-2","Verano",0.9971,0.9739,6.48,0.5,10,1.5,"Mecanica",277.1
"2021-1","2021-2","Verano",0.9971,0.9739,6.48,0.2,5.7,1,"Electricidad",277.1
"2021-1","2021-2","Verano",0.9971,0.9739,6.48,0,4,0,"Electricidad",277.1
"2021-1","2021-2","Verano",0.9971,0.9739,6.48,0,4,0.7,"Electricidad",277.1
"2021-1","2021-2","Verano",0.9971,0.9739,6.48,0,4,0.5,"Electricidad",277.1
"2021-1","2021-2","Verano",0.9971,0.9739,6.48,0.5,7,1.2,"Electricidad",277.1
"2021-1","2021-2","Verano",0.9971,0.9739,6.48,0.2,5.7,0.9,"Electricidad",277.1
"2021-1","2021-2","Verano",0.9971,0.9739,6.48,0.8,6,1,"Electricidad",277.1
"2021-1","2021-2","Verano",0.9971,0.9739,6.48,0.8,6,0,"Electricidad",277.1
"2021-1","2021-2","Verano",0.9971,0.9739,6.48,0.2,5.7,0.7,"Electricidad",277.1
"2021-1","2021-2","Verano",0.9971,0.9739,6.48,0,3,1.7,"Pozoz",277.1
"2021-1","2021-2","Verano",0.9971,0.9739,6.48,0,3,1.7,"Pozoz",277.1
"2021-1","2021-2","Verano",0.9971,0.9739,6.48,0,3,1.7,"Pozoz",277.1
"2021-1","2021-2","Verano",0.9971,0.9739,6.48,0.2,3,1.7,"Mecanica CBM",277.1
"2021-1","2021-2","Verano",0.9971,0.9739,6.48,0.2,3,1.3,"Mecanica CBM",277.1
"2021-1","2021-2","Verano",0.9971,0.9739,6.48,0.2,3,1.3,"Mecanica CBM",277.1
"2021-1","2021-2","Verano",0.9971,0.9739,6.48,0.2,3,1.7,"Mecanica CBM",277.1
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0.3,4,2,"Pozoz",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0.7,7,1.2,"Electricidad",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0.8,9,1.6,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,1.5,16.5,2.1,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0,2,0,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0.2,3,0.6,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0.3,2,3.4,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,1.6,16,2.8,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0.3,7,1.8,"Electricidad",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,1.6,14.5,2.3,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,1.5,15,1.6,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,1.5,14,2.5,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,1,7,1.1,"Electricidad",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0,9,0.6,"Instrumentos",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0.8,14,1.3,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0,6,1.3,"Electricidad",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,1,9,2,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0.3,4,1.9,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0,2,0,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0.7,7,1.3,"Electricidad",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,1.5,18,2.5,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0.4,4,2.3,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0,4.5,0.9,"Mecanica VAL",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0.8,14,1.3,"Electricidad",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0.5,5,2.9,"Electricidad",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0.8,9,1.4,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0.5,7,1.7,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0.5,7,1.7,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0.8,4,1.3,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,1.5,14,2.7,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0,10,1.1,"Electricidad",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0.8,7,1.5,"Mecanica VAL",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0,2,0,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0.3,7,1.8,"Electricidad",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0.5,13,0.2,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,1.3,9,1,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0.8,9,1.1,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,1,4,2.7,"Pozoz",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,1,6,2.2,"Pozoz",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,1,6,2.2,"Pozoz",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0,6,0,"Pozoz",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,1,6,2.2,"Pozoz",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0.8,7,1.5,"Mecanica VAL",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,1,14,3.1,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,1,5.5,2.2,"Pozoz",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,1,20,3.1,"Mecanica VAL",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0,4,0.6,"Pozoz",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,1,6,2.2,"Pozoz",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0,4,0,"Pozoz",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,1,4,3.2,"Pozoz",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,1,15,1.9,"Electricidad",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0.8,4,1.4,"Mecanica",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0,4,0,"Electricidad",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0.3,16,1.8,"Mecanica VAL",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0,8,1.2,"Mecanica VAL",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0,8,1.2,"Mecanica VAL",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0,8,1.2,"Mecanica VAL",1246
"2021-5","2021-20","Invierno",0.9885,0.9187,4.87,0,5.5,2,"Mecanica",1246
"2021-5","2021-21","Invierno",0.9885,0.9187,4.87,1.5,17,2.1,"Mecanica",439.1
"2021-5","2021-21","Invierno",0.9885,0.9187,4.87,0.3,18,0.8,"Mecanica",439.1
"2021-5","2021-21","Invierno",0.9885,0.9187,4.87,0,1,0,"Mecanica CBM",439.1
"2021-5","2021-21","Invierno",0.9885,0.9187,4.87,0.2,12,1,"Mecanica CBM",439.1
"2021-5","2021-21","Invierno",0.9885,0.9187,4.87,0.5,15,2.2,"Electricidad",439.1
"2021-5","2021-21","Invierno",0.9885,0.9187,4.87,0,7,0,"Electricidad",439.1
"2021-5","2021-21","Invierno",0.9885,0.9187,4.87,0,7,2.2,"Electricidad",439.1
"2021-5","2021-21","Invierno",0.9885,0.9187,4.87,0.5,7,1.1,"Electricidad",439.1
"2021-5","2021-21","Invierno",0.9885,0.9187,4.87,0.3,14,0.8,"Electricidad",439.1
"2021-5","2021-22","Invierno",0.9885,0.9187,4.87,1.3,14,1.1,"Mecanica VAL",557.5
"2021-5","2021-22","Invierno",0.9885,0.9187,4.87,0.4,9,0,"Mecanica",557.5
"2021-5","2021-22","Invierno",0.9885,0.9187,4.87,0.8,7,1.4,"Mecanica VAL",557.5
"2021-5","2021-22","Invierno",0.9885,0.9187,4.87,0.5,7,2,"Mecanica VAL",557.5
"2021-5","2021-22","Invierno",0.9885,0.9187,4.87,0.8,9,1.4,"Mecanica",557.5
"2021-5","2021-22","Invierno",0.9885,0.9187,4.87,1,9,1,"Mecanica",557.5
"2021-5","2021-22","Invierno",0.9885,0.9187,4.87,1,18,3,"Mecanica",557.5
"2021-5","2021-22","Invierno",0.9885,0.9187,4.87,1.3,18,3.1,"Mecanica",557.5
"2021-5","2021-22","Invierno",0.9885,0.9187,4.87,1.3,14,1.9,"Mecanica",557.5
"2021-5","2021-22","Invierno",0.9885,0.9187,4.87,0,1,0,"Mecanica VAL",557.5
"2021-5","2021-22","Invierno",0.9885,0.9187,4.87,1,9,1,"Mecanica",557.5
"2021-5","2021-22","Invierno",0.9885,0.9187,4.87,0.8,6,1.7,"Mecanica",557.5
"2021-5","2021-22","Invierno",0.9885,0.9187,4.87,0.8,8,1.4,"Mecanica VAL",557.5
"2021-5","2021-22","Invierno",0.9885,0.9187,4.87,1.5,14,2.5,"Mecanica VAL",557.5
"2021-5","2021-22","Invierno",0.9885,0.9187,4.87,0,1,1.2,"Mecanica VAL",557.5
"2021-5","2021-22","Invierno",0.9885,0.9187,4.87,0,16,2,"Mecanica VAL",557.5
"2021-5","2021-22","Invierno",0.9885,0.9187,4.87,0.3,5,0.6,"Mecanica",557.5
"2021-6","2021-23","Invierno",0.9885,0.9576,4.7,0.3,10,0,"Instrumentos",10
"2021-6","2021-24","Invierno",0.9885,0.9576,4.7,1,2,0,"Instrumentos",263
"2021-6","2021-24","Invierno",0.9885,0.9576,4.7,1,6,2.4,"Pozoz",263
"2021-6","2021-24","Invierno",0.9885,0.9576,4.7,0,2,0,"Pozoz",263
"2021-6","2021-24","Invierno",0.9885,0.9576,4.7,0,8,2.2,"Pozoz",263
"2021-6","2021-24","Invierno",0.9885,0.9576,4.7,1,6,1.6,"Pozoz",263
"2021-6","2021-24","Invierno",0.9885,0.9576,4.7,1,6,2.7,"Pozoz",263
"2021-6","2021-24","Invierno",0.9885,0.9576,4.7,1,6,2.7,"Pozoz",263
"2021-6","2021-24","Invierno",0.9885,0.9576,4.7,0.2,6,1.1,"Instrumentos",263
"2021-6","2021-24","Invierno",0.9885,0.9576,4.7,1,6,2.7,"Pozoz",263
"2021-6","2021-24","Invierno",0.9885,0.9576,4.7,0.3,4,0,"Linea de Mtto",263
"2021-6","2021-24","Invierno",0.9885,0.9576,4.7,0,8,0.6,"Instrumentos",263
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,1.5,18,2.5,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,1,9,1.4,"Electricidad",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.8,9,1.3,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.2,2,0,"Mecanica CBM",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.6,14,2.2,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.2,2.5,0.9,"Electricidad",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.8,12,2.5,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,1.2,14,1.8,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.2,2.5,0.9,"Electricidad",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.8,9,1.5,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,1.5,17,1.5,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0,2,0,"Mecanica CBM",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.8,9,1.4,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.3,9,2.1,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.8,9,1.4,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,1,9,1.4,"Electricidad",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.3,9,1.4,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.3,8,0.9,"Mecanica VAL",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.6,6,3.2,"Pozoz",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,1,14,3,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.8,4,0,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.1,4,2,"Pozoz",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,1.3,14,3.7,"Linea de Mtto",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.8,4,0,"Mecanica VAL",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,1,20,3,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.8,9,0.6,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.5,6,0.8,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.5,16,0.6,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.8,7,1.5,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.8,4,1.5,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.8,12,1,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.3,6,1.4,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.8,6,0,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.4,6,1.4,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.8,6,1.5,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,1.5,18,2.5,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,1.5,18,2.5,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.8,6,1.5,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.8,6,0,"Mecanica",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,1,11,2.5,"Mecanica VAL",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.1,2,0,"Mecanica CBM",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0,2,0,"Mecanica CBM",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,1,10,1.2,"Mecanica VAL",1406.4
"2021-6","2021-25","Invierno",0.9885,0.9576,4.7,0.5,7,0.3,"Electricidad",1406.4
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,0.2,6,1.1,"Instrumentos",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,0,1,0,"Instrumentos",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,0.2,12,2.3,"Instrumentos",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,0.8,8,2.8,"Instrumentos",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,0,6,0,"Instrumentos",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,0.1,6,0.6,"Instrumentos",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,0.4,6,3.8,"Pozoz",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,1,6,2.7,"Pozoz",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,0.5,14,1.2,"Instrumentos",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,1,4,1.1,"Instrumentos",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,1,10,0.5,"Electricidad",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,1,15,1.9,"Electricidad",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,0.5,8,1.5,"Electricidad",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,0.5,8,0.4,"Electricidad",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,1.3,18,2.7,"Electricidad",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,0,3,0,"Electricidad",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,0.5,8,2.4,"Electricidad",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,1,20,3.1,"Electricidad",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,0.5,8,2.4,"Electricidad",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,0.5,8,0.8,"Electricidad",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,1,14,3.1,"Electricidad",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,1,14,3,"Electricidad",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,1,14,3,"Electricidad",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,0.8,7,1.3,"Electricidad",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,0.8,7,1.3,"Electricidad",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,0.5,3,0.3,"Electricidad",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,0.2,2,0.6,"Electricidad",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,0.2,7,2.5,"Electricidad",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,0.2,1,0.4,"Instrumentos",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,0.2,3,0.2,"Instrumentos",975.1
"2021-6","2021-26","Invierno",0.9885,0.9576,4.7,0.2,1,0.2,"Instrumentos",975.1
