"mes","semana","Epoca del año","estrategia Mtto","Programa Mtto","Ready back log","HH Actv Gnerales","HH En la Maquina","Otras HH","Disciplina","H Mantenimiento preventivo"
"2019-1","2019-1","Verano",0.977,0.9459,5.16,0.4,6,1,"Instrumentos",9.8
"2019-1","2019-1","Verano",0.977,0.9459,5.16,0.4,2.8,1,"Instrumentos",9.8
"2019-1","2019-1","Verano",0.977,0.9459,5.16,0.3,1,0,"Instrumentos",9.8
"2019-3","2019-10","Verano",0.4798,0.9204,4.67,0.3,1.8,1.9,"Pozoz",94.8
"2019-3","2019-11","Verano",0.4798,0.9204,4.67,0.2,0.5,0,"Instrumentos",0.5
"2019-3","2019-12","Verano",0.4798,0.9204,4.67,0.5,2,0.5,"Instrumentos",88.2
"2019-3","2019-12","Verano",0.4798,0.9204,4.67,1.6,14,2.6,"Instrumentos",88.2
"2019-3","2019-12","Verano",0.4798,0.9204,4.67,0.7,9,1.3,"Mecanica",88.2
"2019-3","2019-12","Verano",0.4798,0.9204,4.67,0.6,5,2.2,"Pozoz",88.2
"2019-3","2019-12","Verano",0.4798,0.9204,4.67,0.6,1.6,2.2,"Pozoz",88.2
"2019-4","2019-15","Verano",0.7914,0.9432,5.65,0.1,4.2,1,"Instrumentos",12.2
"2019-4","2019-15","Verano",0.7914,0.9432,5.65,0,8,0,"Instrumentos",12.2
"2019-4","2019-16","Verano",0.7914,0.9432,5.65,0.5,9,1.4,"Instrumentos",25
"2019-4","2019-16","Verano",0.7914,0.9432,5.65,0.7,14,2.2,"Instrumentos",25
"2019-4","2019-16","Verano",0.7914,0.9432,5.65,0.5,2,2.2,"Instrumentos",25
"2019-4","2019-17","Verano",0.7914,0.9432,5.65,0.5,7,0.6,"Instrumentos",13
"2019-4","2019-17","Verano",0.7914,0.9432,5.65,0.5,6,1.2,"Instrumentos",13
"2019-5","2019-19","Invierno",0.5951,0.9414,5.96,0,2,0,"Electricidad",82.4
"2019-5","2019-19","Invierno",0.5951,0.9414,5.96,0.2,2,0.7,"Electricidad",82.4
"2019-1","2019-2","Verano",0.977,0.9459,5.16,1,14,3.1,"Instrumentos",54.9
"2019-1","2019-2","Verano",0.977,0.9459,5.16,0.3,5.3,1.9,"Instrumentos",54.9
"2019-1","2019-2","Verano",0.977,0.9459,5.16,1.2,8.6,3.8,"Pozoz",54.9
"2019-1","2019-2","Verano",0.977,0.9459,5.16,0.5,2,1.6,"Pozoz",54.9
"2019-1","2019-2","Verano",0.977,0.9459,5.16,0.5,3,0.8,"Instrumentos",54.9
"2019-1","2019-2","Verano",0.977,0.9459,5.16,1.5,14,2.9,"Instrumentos",54.9
"2019-1","2019-2","Verano",0.977,0.9459,5.16,1.4,5,3.6,"Pozoz",54.9
"2019-1","2019-2","Verano",0.977,0.9459,5.16,0.5,3,0.7,"Instrumentos",54.9
"2019-5","2019-20","Invierno",0.5951,0.9414,5.96,0.4,8,1.3,"Instrumentos",1767.9
"2019-5","2019-20","Invierno",0.5951,0.9414,5.96,0,4,0,"Instrumentos",1767.9
"2019-5","2019-20","Invierno",0.5951,0.9414,5.96,0.3,6,1.3,"Instrumentos",1767.9
"2019-5","2019-21","Invierno",0.5951,0.9414,5.96,0.5,5,3.7,"Pozoz",32.3
"2019-5","2019-21","Invierno",0.5951,0.9414,5.96,0,1,1.1,"Instrumentos",32.3
"2019-5","2019-21","Invierno",0.5951,0.9414,5.96,0.5,7.3,3,"Instrumentos",32.3
"2019-5","2019-21","Invierno",0.5951,0.9414,5.96,1.5,14,2.6,"Mecanica VAL",32.3
"2019-5","2019-21","Invierno",0.5951,0.9414,5.96,1.2,5,3.6,"Pozoz",32.3
"2019-6","2019-23","Invierno",0.7409,0.9417,5.78,1,4.3,3.8,"Instrumentos",132.3
"2019-6","2019-23","Invierno",0.7409,0.9417,5.78,0.5,8,0.6,"Mecanica VAL",132.3
"2019-6","2019-23","Invierno",0.7409,0.9417,5.78,0.1,4,0.8,"Mecanica VAL",132.3
"2019-6","2019-23","Invierno",0.7409,0.9417,5.78,0.5,8,0.6,"Mecanica VAL",132.3
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.1,3,0.7,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0,2,0,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,1,8,1.2,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.3,6,0.9,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.8,2.3,0.8,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.1,2,0,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.5,6.4,2.7,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.3,4,2,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.5,4,0,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.3,5,0.6,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0,4,0,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0,2,0,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.1,2,0.8,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.6,6,0.9,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.2,2,0.6,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.2,3,0.4,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.3,7.5,1.3,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.2,4,0,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.3,5,0,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.4,18.8,3.1,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.5,10,0,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0,4,1.7,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0,2,0.6,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.2,3.5,0.6,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0,3,0.4,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,1,2,0.6,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.5,2,0.7,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.8,6,0,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.1,4.1,1,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0,3.7,1.3,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.7,6,1.7,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,1,7,1.2,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.3,2,0.9,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.3,2,0.6,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.2,4,0,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.7,15.3,1.9,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,1,4,0.9,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,1,8,0.8,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.3,10.3,1.4,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,1,7,1.2,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.6,20.6,2.8,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.5,1,1.2,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0,1.3,0,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,1,7,1.2,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,1.5,12,1.2,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0,8,0,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,1.1,14.5,3.1,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.5,6,2.2,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0,4,0.6,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,1.6,7.7,1,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,1,7,1.2,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.3,4,0,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.2,4,0,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.5,12,0.6,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,1.3,6,1.7,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.5,7.7,1,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.5,6,0.7,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.1,4,0.4,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,1,8,1.2,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,1.5,6,1.9,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.1,3,1,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,1,15.7,1.2,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.5,6,2.8,"Pozoz",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.3,4,0.6,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.2,7,0.2,"Mecanica",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.8,8,0.3,"Mecanica",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.8,18,1.8,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,1.5,4.3,2.2,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.3,4,1.1,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,1.5,1,0,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.5,4,1.2,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0,4,0.7,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.6,8,1,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,1.1,11,2.6,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.5,2,0.5,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.8,12,2.2,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.8,11,1.6,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.1,5.8,0.8,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.5,10,1.5,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,1.5,1,0,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.5,4.2,0.8,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.3,4,0.6,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.1,4,0.7,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.2,4,0,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,1,14.5,2.6,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,1.5,6,2.3,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,1.5,4,0.6,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.1,4,0.7,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0,3,0,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0,3,0,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.1,3,0,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,1.5,14,2.5,"Mecanica",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,1.4,14,0.8,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.8,6,1.1,"Instrumentos",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.4,3.5,3.2,"Pozoz",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,1,4,4,"Pozoz",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.5,1,1.1,"Pozoz",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.8,2,3.6,"Pozoz",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.6,2,1.8,"Pozoz",1289.1
"2019-6","2019-24","Invierno",0.7409,0.9417,5.78,0.5,6,3.2,"Linea de Mtto",1289.1
"2019-6","2019-25","Invierno",0.7409,0.9417,5.78,1,6,2.2,"Pozoz",24
"2019-6","2019-26","Invierno",0.7409,0.9417,5.78,0,6,2,"Instrumentos",197.1
"2019-6","2019-26","Invierno",0.7409,0.9417,5.78,1,9.3,2.2,"Instrumentos",197.1
"2019-6","2019-26","Invierno",0.7409,0.9417,5.78,0.3,3,0.9,"Instrumentos",197.1
"2019-6","2019-26","Invierno",0.7409,0.9417,5.78,0.1,3,0.2,"Instrumentos",197.1
"2019-6","2019-26","Invierno",0.7409,0.9417,5.78,0.1,3,0.3,"Instrumentos",197.1
"2019-6","2019-26","Invierno",0.7409,0.9417,5.78,0.1,3,0.3,"Instrumentos",197.1
"2019-6","2019-26","Invierno",0.7409,0.9417,5.78,0.3,2,0.7,"Instrumentos",197.1
"2019-6","2019-26","Invierno",0.7409,0.9417,5.78,0.3,2,1.1,"Instrumentos",197.1
"2019-6","2019-26","Invierno",0.7409,0.9417,5.78,0.3,3.7,1.3,"Instrumentos",197.1
"2019-6","2019-26","Invierno",0.7409,0.9417,5.78,1,4,0.9,"Instrumentos",197.1
"2019-6","2019-26","Invierno",0.7409,0.9417,5.78,0.2,4,0.7,"Instrumentos",197.1
"2019-6","2019-26","Invierno",0.7409,0.9417,5.78,0.8,9.9,1.5,"Instrumentos",197.1
"2019-6","2019-26","Invierno",0.7409,0.9417,5.78,0.1,1,0.4,"Instrumentos",197.1
"2019-6","2019-26","Invierno",0.7409,0.9417,5.78,0.5,6,2.7,"Pozoz",197.1
"2019-6","2019-26","Invierno",0.7409,0.9417,5.78,1,6,2.2,"Pozoz",197.1
"2019-6","2019-26","Invierno",0.7409,0.9417,5.78,1.6,4,2.8,"Pozoz",197.1
"2019-6","2019-26","Invierno",0.7409,0.9417,5.78,0.7,3,1.2,"Pozoz",197.1
"2019-6","2019-26","Invierno",0.7409,0.9417,5.78,0.5,3,1.6,"Pozoz",197.1
"2019-6","2019-26","Invierno",0.7409,0.9417,5.78,1.5,6,3.2,"Pozoz",197.1
"2019-6","2019-26","Invierno",0.7409,0.9417,5.78,1.5,4.7,2.9,"Pozoz",197.1
"2019-6","2019-26","Invierno",0.7409,0.9417,5.78,0.8,2,2.1,"Pozoz",197.1
"2019-7","2019-27","Invierno",0.7884,0.9545,5.75,1,12,2.1,"Instrumentos",12
"2019-7","2019-28","Invierno",0.7884,0.9545,5.75,0.8,4,0.9,"Mecanica",144.3
"2019-1","2019-3","Verano",0.977,0.9459,5.16,0.5,8.5,0.5,"Instrumentos",17.3
"2019-1","2019-3","Verano",0.977,0.9459,5.16,0.4,1,1.6,"Pozoz",17.3
"2019-1","2019-3","Verano",0.977,0.9459,5.16,0.8,3,0.6,"Instrumentos",17.3
"2019-1","2019-3","Verano",0.977,0.9459,5.16,0.8,2.8,1.1,"Instrumentos",17.3
"2019-1","2019-3","Verano",0.977,0.9459,5.16,0,2,0.6,"Instrumentos",17.3
"2019-7","2019-30","Invierno",0.7884,0.9545,5.75,0.6,5,4,"Pozoz",80.1
"2019-7","2019-30","Invierno",0.7884,0.9545,5.75,1,2,2.8,"Pozoz",80.1
"2019-7","2019-30","Invierno",0.7884,0.9545,5.75,1,2,2.2,"Pozoz",80.1
"2019-7","2019-30","Invierno",0.7884,0.9545,5.75,0.6,5,3.2,"Pozoz",80.1
"2019-7","2019-30","Invierno",0.7884,0.9545,5.75,0.8,4,1.1,"Pozoz",80.1
"2019-7","2019-31","Invierno",0.7884,0.9545,5.75,1,16,1.8,"Instrumentos",130.5
"2019-7","2019-31","Invierno",0.7884,0.9545,5.75,0,1,1.1,"Instrumentos",130.5
"2019-7","2019-31","Invierno",0.7884,0.9545,5.75,0.5,7.5,1.2,"Instrumentos",130.5
"2019-7","2019-31","Invierno",0.7884,0.9545,5.75,0.5,6,0.7,"Instrumentos",130.5
"2019-7","2019-31","Invierno",0.7884,0.9545,5.75,0.2,2,0.3,"Instrumentos",130.5
"2019-7","2019-31","Invierno",0.7884,0.9545,5.75,0.2,4,0.5,"Instrumentos",130.5
"2019-7","2019-31","Invierno",0.7884,0.9545,5.75,0.2,9,0.3,"Instrumentos",130.5
"2019-7","2019-31","Invierno",0.7884,0.9545,5.75,0.2,4,0.9,"Instrumentos",130.5
"2019-7","2019-31","Invierno",0.7884,0.9545,5.75,0.5,4.3,0.8,"Instrumentos",130.5
"2019-7","2019-31","Invierno",0.7884,0.9545,5.75,0.3,2,1.2,"Instrumentos",130.5
"2019-7","2019-31","Invierno",0.7884,0.9545,5.75,0.3,6,0.9,"Instrumentos",130.5
"2019-7","2019-31","Invierno",0.7884,0.9545,5.75,0.3,6,0.9,"Instrumentos",130.5
"2019-7","2019-31","Invierno",0.7884,0.9545,5.75,0.5,6,0.4,"Instrumentos",130.5
"2019-7","2019-31","Invierno",0.7884,0.9545,5.75,0.5,4,0.9,"Instrumentos",130.5
"2019-7","2019-31","Invierno",0.7884,0.9545,5.75,0.5,6.7,2,"Instrumentos",130.5
"2019-7","2019-31","Invierno",0.7884,0.9545,5.75,0.5,4,2.2,"Pozoz",130.5
"2019-7","2019-31","Invierno",0.7884,0.9545,5.75,0.4,4,2.2,"Pozoz",130.5
"2019-7","2019-31","Invierno",0.7884,0.9545,5.75,0.3,3,1.1,"Pozoz",130.5
"2019-7","2019-31","Invierno",0.7884,0.9545,5.75,1,6,2.1,"Pozoz",130.5
"2019-7","2019-31","Invierno",0.7884,0.9545,5.75,1,8,3.2,"Pozoz",130.5
"2019-7","2019-31","Invierno",0.7884,0.9545,5.75,1,6,2.1,"Pozoz",130.5
"2019-7","2019-31","Invierno",0.7884,0.9545,5.75,1.5,4,2.5,"Pozoz",130.5
"2019-7","2019-31","Invierno",0.7884,0.9545,5.75,1,4,3.2,"Pozoz",130.5
"2019-7","2019-31","Invierno",0.7884,0.9545,5.75,1,6,2.1,"Pozoz",130.5
"2019-7","2019-31","Invierno",0.7884,0.9545,5.75,0.4,1,3.2,"Pozoz",130.5
"2019-8","2019-32","Invierno",0.6842,0.9058,5.17,0.3,2,0,"Instrumentos",2
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0.1,4,0.6,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0.2,8,0.6,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0.1,5,1.5,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0,5,0,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0.1,5,1,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0.2,7.4,1.4,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0.1,4,0.6,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0,2,0.4,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0.1,4,0.6,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0.1,6,1,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0.2,4,0.9,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0.2,4,1.9,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0.3,8,2.3,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0.5,14,0.6,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0.4,4,0.3,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,1,6,0,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0,8,1.2,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,1.2,14.3,2,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0,0.5,0,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0,6,1.5,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0,0.5,0,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0.5,8,2.9,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0.3,8,0,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0.4,6,0.9,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0,6,0,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0.7,6,2.4,"Pozoz",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0.3,3,1.6,"Pozoz",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0.5,8,1.8,"Pozoz",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0.3,14,1.9,"Instrumentos",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0.5,2,0,"Pozoz",226.7
"2019-8","2019-33","Invierno",0.6842,0.9058,5.17,0.3,5,0,"Linea de Mtto",226.7
"2019-9","2019-36","Invierno",0.9027,0.9382,5.88,0.5,4,0,"Instrumentos",201.4
"2019-9","2019-36","Invierno",0.9027,0.9382,5.88,0.5,4,1.2,"Instrumentos",201.4
"2019-9","2019-36","Invierno",0.9027,0.9382,5.88,0.1,2,0.8,"Instrumentos",201.4
"2019-9","2019-36","Invierno",0.9027,0.9382,5.88,0.9,15,2.3,"Instrumentos",201.4
"2019-9","2019-36","Invierno",0.9027,0.9382,5.88,0.1,2,0.8,"Instrumentos",201.4
"2019-9","2019-36","Invierno",0.9027,0.9382,5.88,0,6,0,"Instrumentos",201.4
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.2,6,0.5,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.6,3,2.5,"Pozoz",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.6,3,1.9,"Pozoz",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.6,3,0,"Pozoz",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.5,6,1.5,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,1,4,3.2,"Pozoz",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.5,8,1.9,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.3,7.3,2.2,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,1,4,1.2,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.6,9,0,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.5,5.7,0,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,1.3,14,0.3,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.3,10,0.9,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.8,4,1.3,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.5,6.7,2,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.2,3,1,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.2,5,1,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0,6,0.6,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.5,8,1,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.3,8,0.3,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.5,4,0,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.7,13.1,3.4,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.3,4,0.8,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.1,8,2.3,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.3,4,0,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,1,14,3.9,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0,2,0,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.3,8.5,1.4,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.3,10,0.8,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,1.3,20.4,3.5,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.3,4,0.3,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.3,5.5,1.8,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0.2,6,0.5,"Instrumentos",516.6
"2019-9","2019-37","Invierno",0.9027,0.9382,5.88,0,2,0,"Instrumentos",516.6
