"semana","Disciplina","Epoca del año","Cumplimiento_Estrategia","Cumplimiento_Programa","Ready_Backlog","HH_Actv_Gnerales","HH_En_la_Maquina","Otras_HH"
"2023-24","Electricidad","Invierno",0.99,0.96,4.8,0.85,10.26,2.01
"2023-24","Instrumentos","Invierno",0.99,0.96,4.8,0.41,5.67,1.06
"2023-24","Linea de Mtto","Invierno",0.99,0.96,4.8,0.53,13.33,1.2
"2023-24","Mecanica","Invierno",0.99,0.96,4.8,0.91,10.38,1.73
"2023-24","Mecanica CBM","Invierno",0.99,0.96,4.8,0.23,5.67,2.2
"2023-24","Mecanica VAL","Invierno",0.99,0.96,4.8,0.79,9.17,2.35
"2023-24","Pozoz","Invierno",0.99,0.96,4.8,0.68,4.75,2.38
"2023-25","Electricidad","Invierno",0.99,0.96,4.8,0.68,9.38,2.1
"2023-25","Linea de Mtto","Invierno",0.99,0.96,4.8,0.75,6.5,2.1
"2023-25","Mecanica","Invierno",0.99,0.96,4.8,0.73,10.22,2.7
"2023-25","Mecanica CBM","Invierno",0.99,0.96,4.8,1.05,6,2.2
"2023-25","Mecanica VAL","Invierno",0.99,0.96,4.8,0.8,9.89,2.46
"2023-25","Pozoz","Invierno",0.99,0.96,4.8,0.83,5.33,3.2
"2023-26","Electricidad","Invierno",0.99,0.96,4.8,0.65,7.88,1.56
"2023-26","Instrumentos","Invierno",0.99,0.96,4.8,0.44,7.41,1.26
"2023-26","Linea de Mtto","Invierno",0.99,0.96,4.8,1.1,14.5,1.9
"2023-26","Mecanica","Invierno",0.99,0.96,4.8,0.64,9.38,2.28
"2023-26","Mecanica CBM","Invierno",0.99,0.96,4.8,0.2,5,1.4
"2023-26","Mecanica VAL","Invierno",0.99,0.96,4.8,0.64,8,2.1
"2023-26","Pozoz","Invierno",0.99,0.96,4.8,0.66,5.95,2.68
"2023-27","Electricidad","Invierno",1,0.96,4.64,0.51,9.92,2.77
"2023-27","Linea de Mtto","Invierno",1,0.96,4.64,0,5.5,4.1
"2023-27","Pozoz","Invierno",1,0.96,4.64,0.5,10,5.4
"2023-28","Electricidad","Invierno",1,0.96,4.64,0.85,7,3.25
"2023-28","Instrumentos","Invierno",1,0.96,4.64,0.25,5,0.75
"2023-28","Linea de Mtto","Invierno",1,0.96,4.64,1.8,10,1.5
"2023-28","Mecanica","Invierno",1,0.96,4.64,0.5,7,2.7
"2023-29","Instrumentos","Invierno",1,0.96,4.64,0.16,6.15,0.65
"2023-29","Linea de Mtto","Invierno",1,0.96,4.64,1.7,12.5,3.5
"2023-29","Mecanica","Invierno",1,0.96,4.64,0.85,9.4,2.05
"2023-29","Mecanica CBM","Invierno",1,0.96,4.64,0.7,5,1
"2023-29","Mecanica VAL","Invierno",1,0.96,4.64,1.09,8.33,2.5
"2023-29","Pozoz","Invierno",1,0.96,4.64,1.47,5,3.25
"2023-3","Electricidad","Verano",0.97,0.93,5.26,0.75,10.3,1.97
"2023-3","Instrumentos","Verano",0.97,0.93,5.26,0.18,5.09,0.95
"2023-3","Linea de Mtto","Verano",0.97,0.93,5.26,1.4,11,4.8
"2023-3","Mecanica","Verano",0.97,0.93,5.26,0.5,7,5.1
"2023-3","Pozoz","Verano",0.97,0.93,5.26,0.75,5.08,2.87
"2023-30","Electricidad","Invierno",1,0.96,4.64,0.8,9.57,2.21
"2023-30","Instrumentos","Invierno",1,0.96,4.64,0.41,6.67,1.27
"2023-30","Linea de Mtto","Invierno",1,0.96,4.64,1,4,2.02
"2023-30","Mecanica","Invierno",1,0.96,4.64,0.86,9.75,2.12
"2023-30","Mecanica CBM","Invierno",1,0.96,4.64,0.5,5.67,0.77
"2023-30","Mecanica VAL","Invierno",1,0.96,4.64,0.47,13.5,2.38
"2023-30","Pozoz","Invierno",1,0.96,4.64,1.27,5.67,2.9
"2023-31","Mecanica","Invierno",0.99,0.95,4.88,0.5,7,5.4
"2023-32","Electricidad","Invierno",0.99,0.95,4.88,0.76,8.57,2.15
"2023-32","Mecanica CBM","Invierno",0.99,0.95,4.88,1.22,5.6,1.38
"2023-32","Pozoz","Invierno",0.99,0.95,4.88,1.17,5.67,2.5
"2023-33","Electricidad","Invierno",0.99,0.95,4.88,0.66,11.89,2.51
"2023-33","Instrumentos","Invierno",0.99,0.95,4.88,0.37,6.29,1.2
"2023-33","Linea de Mtto","Invierno",0.99,0.95,4.88,0.87,11.92,1.93
"2023-33","Mecanica","Invierno",0.99,0.95,4.88,0.6,10.36,1.7
"2023-33","Mecanica CBM","Invierno",0.99,0.95,4.88,0.28,4,1.35
"2023-33","Mecanica VAL","Invierno",0.99,0.95,4.88,0.74,10.67,1.8
"2023-33","Pozoz","Invierno",0.99,0.95,4.88,1.19,6.41,3.08
"2023-34","Electricidad","Invierno",0.99,0.95,4.88,0.92,13.38,2.44
"2023-34","Linea de Mtto","Invierno",0.99,0.95,4.88,0.5,16,1.5
"2023-34","Mecanica","Invierno",0.99,0.95,4.88,0.7,9.28,1.83
"2023-34","Mecanica CBM","Invierno",0.99,0.95,4.88,0.65,4,0.45
"2023-34","Mecanica VAL","Invierno",0.99,0.95,4.88,1,7,4.2
"2023-35","Electricidad","Invierno",0.99,0.95,4.88,1.29,8.5,1.46
"2023-35","Instrumentos","Invierno",0.99,0.95,4.88,0.39,7.15,1.36
"2023-35","Linea de Mtto","Invierno",0.99,0.95,4.88,0.5,3,1.35
"2023-35","Mecanica","Invierno",0.98,0.97,5.31,0.77,8.67,1.98
"2023-35","Mecanica CBM","Invierno",0.98,0.97,5.31,0.2,2,0.6
"2023-35","Mecanica VAL","Invierno",0.98,0.97,5.31,1,14,2
"2023-35","Pozoz","Invierno",0.99,0.95,4.94,1.26,5.14,2.03
"2023-36","Electricidad","Invierno",0.98,0.97,5.31,0.76,12.89,2.16
"2023-36","Instrumentos","Invierno",0.98,0.97,5.31,0.4,7.35,1.69
"2023-36","Linea de Mtto","Invierno",0.98,0.97,5.31,0.94,6.6,2.14
"2023-36","Mecanica VAL","Invierno",0.98,0.97,5.31,0.5,7,1.5
"2023-36","Pozoz","Invierno",0.98,0.97,5.31,1.25,8.5,2.65
"2023-37","Instrumentos","Invierno",0.98,0.97,5.31,0.3,1,0
"2023-37","Mecanica","Invierno",0.98,0.97,5.31,0.65,8.18,1.51
"2023-37","Mecanica VAL","Invierno",0.98,0.97,5.31,0.73,7.67,3.17
"2023-37","Pozoz","Invierno",0.98,0.97,5.31,1.6,6,1.8
"2023-38","Electricidad","Invierno",0.98,0.97,5.31,0.82,11.4,2.64
"2023-38","Linea de Mtto","Invierno",0.98,0.97,5.31,0.5,8.33,2.67
"2023-38","Mecanica","Invierno",0.98,0.97,5.31,0.76,8.37,1.64
"2023-38","Mecanica CBM","Invierno",0.98,0.97,5.31,0.53,6.67,1.77
"2023-38","Mecanica VAL","Invierno",0.98,0.97,5.31,0.66,11.82,1.47
"2023-38","Pozoz","Invierno",0.98,0.97,5.31,1.05,6.5,2.3
"2023-39","Electricidad","Invierno",0.98,0.97,5.31,0.6,10.25,2.25
"2023-39","Instrumentos","Invierno",0.98,0.97,5.31,0.67,7.41,1.67
"2023-39","Mecanica CBM","Invierno",0.98,0.97,5.31,1.07,4.75,0.55
"2023-39","Pozoz","Invierno",0.98,0.97,5.31,0.89,4.75,1.98
"2023-4","Electricidad","Verano",0.97,0.93,5.26,0.59,8.47,2.27
"2023-4","Instrumentos","Verano",0.97,0.93,5.26,0.07,7.33,1.17
"2023-4","Linea de Mtto","Verano",0.97,0.93,5.26,0.77,9.83,4.22
"2023-4","Mecanica","Verano",0.97,0.93,5.26,0.75,8.96,1.84
"2023-4","Mecanica CBM","Verano",0.97,0.93,5.26,0.3,7.67,1.17
"2023-4","Mecanica VAL","Verano",0.97,0.93,5.26,0.76,13.57,2.68
"2023-4","Pozoz","Verano",0.97,0.93,5.26,1.24,4.28,2.81
"2023-40","Electricidad","Verano",0.99,0.94,3.95,1.44,16,3.26
"2023-40","Linea de Mtto","Verano",0.99,0.94,3.95,1.3,5.5,2.7
"2023-40","Mecanica CBM","Verano",0.99,0.94,3.95,1.3,16,2.7
"2023-40","Mecanica VAL","Verano",0.99,0.94,3.95,0.2,11,0.9
"2023-41","Instrumentos","Verano",0.99,0.94,3.95,0.42,6.69,1.32
"2023-41","Linea de Mtto","Verano",0.99,0.94,3.95,0.6,4.5,1.75
"2023-41","Mecanica","Verano",0.99,0.94,3.95,0.69,9.8,2.05
"2023-41","Mecanica CBM","Verano",0.99,0.94,3.95,0.3,4,0.7
"2023-41","Mecanica VAL","Verano",0.99,0.94,3.95,0.35,12.9,2.53
"2023-42","Electricidad","Verano",0.99,0.94,3.95,0.89,11.09,2.66
"2023-42","Instrumentos","Verano",0.99,0.94,3.95,0.5,19,3.6
"2023-42","Linea de Mtto","Verano",0.99,0.94,3.95,0.5,7,1.5
"2023-42","Mecanica","Verano",0.99,0.94,3.95,0.63,7.69,1.88
"2023-42","Mecanica CBM","Verano",0.99,0.94,3.95,0.66,5.93,0.93
"2023-42","Mecanica VAL","Verano",0.99,0.94,3.95,0.57,11.55,2.75
"2023-43","Instrumentos","Verano",0.99,0.94,3.95,1.5,7,3.6
"2023-43","Mecanica","Verano",0.99,0.94,3.95,0.93,8.67,2.1
"2023-44","Electricidad","Verano",0.99,0.95,3.96,0.72,9,3.41
"2023-44","Instrumentos","Verano",0.99,0.94,3.95,0.3,11,1.25
"2023-44","Mecanica VAL","Verano",0.96,0.99,4.06,1.15,10,1.85
"2023-44","Pozoz","Verano",0.98,0.96,4,0.65,2.5,1.35
"2023-45","Electricidad","Verano",0.96,0.99,4.06,0.72,9.4,2.55
"2023-45","Instrumentos","Verano",0.96,0.99,4.06,0.59,9.5,2.24
"2023-45","Mecanica","Verano",0.96,0.99,4.06,0.3,6,1.6
"2023-45","Pozoz","Verano",0.96,0.99,4.06,0.56,6.81,3
"2023-46","Electricidad","Verano",0.96,0.99,4.06,1.5,12,0.9
"2023-46","Instrumentos","Verano",0.96,0.99,4.06,0.54,11.43,2.26
"2023-46","Mecanica","Verano",0.96,0.99,4.06,0.88,10.05,2.18
"2023-46","Mecanica VAL","Verano",0.96,0.99,4.06,0.62,9.5,1.95
"2023-46","Pozoz","Verano",0.96,0.99,4.06,0.71,6.23,2.47
"2023-47","Electricidad","Verano",0.96,0.99,4.06,0.81,8.54,2.45
"2023-47","Instrumentos","Verano",0.96,0.99,4.06,0.2,3,1
"2023-47","Linea de Mtto","Verano",0.96,0.99,4.06,0.9,5.5,3.3
"2023-47","Mecanica","Verano",0.96,0.99,4.06,0.4,8,1.35
"2023-48","Electricidad","Verano",0.96,0.99,4.06,0.5,7,1.5
"2023-48","Instrumentos","Verano",0.98,0.99,4.44,0.34,6.21,1.23
"2023-48","Pozoz","Verano",0.98,0.99,4.47,1.23,6.44,2.91
"2023-49","Electricidad","Verano",0.98,0.99,4.47,0.5,7,1.5
"2023-49","Linea de Mtto","Verano",0.98,0.99,4.47,0.5,14.5,1.5
"2023-49","Mecanica","Verano",0.98,0.99,4.47,0.81,10,2.01
"2023-49","Mecanica CBM","Verano",0.98,0.99,4.47,0.15,2,0.5
"2023-49","Mecanica VAL","Verano",0.98,0.99,4.47,1,14.67,3.27
"2023-49","Pozoz","Verano",0.98,0.99,4.47,1,4,1.1
"2023-5","Electricidad","Verano",1,0.97,5.1,1.85,7,1.5
"2023-50","Electricidad","Verano",0.98,0.99,4.47,0.5,7.5,1.5
"2023-50","Instrumentos","Verano",0.98,0.99,4.47,0.4,5.5,1.35
"2023-50","Linea de Mtto","Verano",0.98,0.99,4.47,0.62,15.5,1.73
"2023-50","Mecanica","Verano",0.98,0.99,4.47,0.6,7.67,1.81
"2023-50","Mecanica VAL","Verano",0.98,0.99,4.47,0.75,11,2.04
"2023-50","Pozoz","Verano",0.98,0.99,4.47,0.25,6.75,1.5
"2023-51","Electricidad","Verano",0.98,0.99,4.47,1.18,8.5,2.34
"2023-51","Instrumentos","Verano",0.98,0.99,4.47,0.07,6.33,1.3
"2023-51","Mecanica","Verano",0.98,0.99,4.47,0.5,12,1.5
"2023-51","Mecanica CBM","Verano",0.98,0.99,4.47,0.5,10,3.1
"2023-51","Mecanica VAL","Verano",0.98,0.99,4.47,2,14,2
"2023-51","Pozoz","Verano",0.98,0.99,4.47,0,2,0
"2023-52","Electricidad","Verano",0.98,0.99,4.47,1.13,8.33,2.93
"2023-52","Instrumentos","Verano",0.98,0.99,4.47,0.1,5.07,1.19
"2023-52","Linea de Mtto","Verano",0.98,0.99,4.47,0.25,12.5,0.75
"2023-52","Mecanica","Verano",0.98,0.99,4.47,0.69,7.86,2.01
"2023-52","Mecanica CBM","Verano",0.98,0.99,4.47,0.4,5,0.97
"2023-52","Mecanica VAL","Verano",0.98,0.99,4.47,0.62,10.88,1.89
"2023-52","Pozoz","Verano",0.98,0.99,4.47,0.5,6,3.4
"2023-53","Pozoz","Verano",0.98,0.99,4.47,0,10,5
"2023-6","Electricidad","Verano",1,0.97,5.1,1.07,7.22,1.56
"2023-6","Linea de Mtto","Verano",1,0.97,5.1,1,3,5
"2023-6","Mecanica CBM","Verano",1,0.97,5.1,0.5,4,0
"2023-6","Pozoz","Verano",1,0.97,5.1,1.5,7.5,3.1
"2023-7","Electricidad","Verano",1,0.97,5.1,0.67,11.08,1.8
"2023-7","Instrumentos","Verano",1,0.97,5.1,0,5.25,1.3
"2023-7","Mecanica","Verano",1,0.97,5.1,0.73,9.08,1.96
"2023-7","Mecanica VAL","Verano",1,0.97,5.1,1.03,10.44,2.09
"2023-7","Pozoz","Verano",1,0.97,5.1,0.85,5.5,1.7
"2023-8","Electricidad","Verano",1,0.97,5.1,0.82,8.5,2.05
"2023-8","Mecanica VAL","Verano",1,0.97,5.1,1.25,12.5,1.5
"2023-8","Pozoz","Verano",1,0.97,5.1,1.4,4,4.4
"2023-9","Electricidad","Verano",1,0.97,5.1,0.8,9,2.87
"2023-9","Linea de Mtto","Verano",1,0.97,5.1,0.5,14.33,1.5
"2023-9","Mecanica","Verano",1,0.97,5.1,0.8,10.33,1.74
"2023-9","Mecanica VAL","Verano",1,0.97,5.1,0,14,1.1
